"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"Africa_Western",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,237968263.931828,0.09198250625577,0.0854783,133990916.86278,371959180.794608
"Argentina",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1238759940.75688,0.4787193179494,0.397958,697350430.456891,1936110371.21377
"Australia_NZ",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,938596722.970225,0.33949040860516,0.3382882,494535678.215137,1433132401.18536
"Brazil",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4208163783.81815,1.60309636008033,1.2958577,2335230467.72902,6543394251.54716
"Canada",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4696000676.74184,1.76186166550578,1.4688357,2566503888.14227,7262504564.88411
"Central America and Caribbean",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,175326195.242116,0.06375776224494,0.0588011,92875932.2622041,268202127.50432
"Central Asia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1299920311.42835,0.492823056919,0.4759012,717895347.013907,2017815658.44226
"China",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,23151050515.7237,8.266177023384,7.181755,12041340069.9635,35192390585.6872
"Colombia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1074612930.10987,0.41280788174867,0.3261301,601337241.343288,1675950171.45316
"EU-12",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4063612528.69412,1.45789501250701,1.3311067,2123715664.71896,6187328193.41308
"EU-15",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,26117147749.9255,9.42608314182759,8.4953703,13730975312.7003,39848123062.6258
"Europe_Non_EU",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,3451198495.55228,1.2429540456,1.136571,1810611158.22552,5261809653.77781
"European Free Trade Association",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,830157932.716162,0.3083013774039,0.2875998,449102616.464261,1279260549.18042
"India",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,14410896127.9546,5.2703721679278,4.9132515,7677351137.02043,22088247264.975
"Indonesia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1684815320.30596,0.62234241229188,0.4762214,906566191.985582,2591381512.29154
"Japan",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,4773290746.65503,1.7114700824848,1.7147504,2493098469.15561,7266389215.81064
"Mexico",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,778936048.696469,0.30627392201824,0.2550878,446149222.20397,1225085270.90044
"Middle East",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,16035086313.6567,6.1309801935348,6.0171785,8930998847.92215,24966085161.5788
"Pakistan",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,399926313.700497,0.1461297043984,0.1204576,212867140.397149,612793454.097646
"Russia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,10098831844.5401,3.7983619319319,3.7192698,5533073826.2452,15631905670.7853
"South Africa",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,750358263.740168,0.24410371893246,0.1555131,355585887.368914,1105944151.10908
"South America_Northern",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,368796635.430594,0.13999863266094,0.1220374,203936008.197191,572732643.627785
"South America_Southern",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,927309796.869586,0.33742591453374,0.2931018,491528329.701299,1418838126.57088
"South Asia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,193023898.049272,0.07023852599205,0.0637033,102316460.812619,295340358.861892
"South Korea",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,6700496754.47729,2.38908048425783,2.1725279,3480173541.41838,10180670295.8957
"Southeast Asia",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,6274498024.94925,2.29793827606212,2.2445389,3347406686.73969,9621904711.68893
"Taiwan",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,1605441319.58959,0.58003948226917,0.5998729,844943513.8215,2450384833.41109
"USA",2021,"crude oil refining","Distillate_FuelOil","Distillate_FuelOil_crude oil",1.4567,25906289993.4064,9.80708198394859,9.1907563,14285976326.0179,40192266319.4243
"Africa_Eastern",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,106434847.278878,0.039199056908,0.0387442,57101266.1978836,163536113.476762
"Africa_Northern",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1044008759.41781,0.39787907558528,0.3510184,579590449.405077,1623599208.82289
"Africa_Southern",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,547682.059154298,0.00021031044911,0.0002083,306359.231218537,854041.290372835
"Africa_Western",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,74364612.685257,0.02874435161442,0.0267118,41871896.9967256,116236509.681983
"Argentina",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,671861309.427199,0.25964109527877,0.2158389,378219183.492584,1050080492.91978
"Australia_NZ",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,918031221.040215,0.3320518671288,0.330876,483699954.846523,1401731175.88674
"Brazil",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1636651799.36527,0.62348108986881,0.5039889,908224903.611896,2544876702.97717
"Canada",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4314477159.60597,1.61872036174494,1.3495011,2357989950.95385,6672467110.55983
"Central America and Caribbean",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,116346433.465113,0.04230964022616,0.0390204,61632452.9174473,177978886.38256
"Central Asia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1334220475.6782,0.50582686311375,0.4884585,736837991.4978,2071058467.176
"China",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,22737317910.1627,8.11845210888864,7.0534098,11826149187.0181,34563467097.1808
"Colombia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,575866219.651865,0.22121650283958,0.1747674,322246079.686416,898112299.338281
"EU-12",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1939256283.42947,0.6957435148211,0.635237,1013489578.0399,2952745861.46937
"EU-15",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,17372819797.6677,6.27011974618365,5.6510205,9133683434.26572,26506503231.9334
"Europe_Non_EU",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1294284685.58576,0.46613846992,0.4262422,679023909.132464,1973308594.71823
"European Free Trade Association",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,698537975.125215,0.2594207817727,0.2420014,377898252.808292,1076436227.93351
"India",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,5261602893.10698,1.92428043338172,1.7938911,2803099307.30715,8064702200.41413
"Indonesia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1733905207.86017,0.64047539023398,0.4900969,932980500.953839,2666885708.814
"Japan",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4328981339.71457,1.5521623223451,1.5551373,2261034854.96011,6590016194.67467
"Mexico",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1480774199.55267,0.58223332002592,0.4849274,848139277.281758,2328913476.83443
"Middle East",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,9278962151.16026,3.54779089133256,3.4819377,5168066991.40414,14447029142.5644
"Pakistan",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,424993753.582521,0.15528913565985,0.1280079,226209683.915704,651203437.498224
"Russia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4930404975.68246,1.85441869484785,1.8158047,2701331712.78486,7631736688.46733
"South Africa",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,731733093.681417,0.2380446488898,0.151653,346759640.037772,1078492733.71919
"South America_Northern",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,283762782.146791,0.10771899112971,0.0938991,156914254.378649,440677036.52544
"South America_Southern",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1208881527.08993,0.43988315039729,0.3821003,640777785.183732,1849659312.27366
"South Asia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,43114214.5376031,0.01568862150765,0.0142289,22853614.9501938,65967829.4877969
"South Korea",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,3364011128.77447,1.19944738891351,1.0907263,1747235011.43031,5111246140.20478
"Southeast Asia",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,4325026964.856,1.58397452163096,1.5471662,2307375685.65982,6632402650.51582
"Taiwan",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,1332288255.55542,0.48135038045689,0.4978093,701183099.211552,2033471354.76697
"USA",2021,"crude oil refining","Gasoline","Gasoline_crude oil",1.4567,43774771414.7336,16.5713721340326,15.5299449,24139517787.6452,67914289202.3789
"Africa_Eastern",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,14868220.8931265,0.005475840402,0.0054123,7976656.7135934,22844877.6067199
"Africa_Northern",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,120651046.583778,0.0459809617976,0.0405655,66980467.0505639,187631513.634342
"Africa_Southern",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1764256.65718931,0.0006774762907,0.000671,986879.71266269,2751136.369852
"Africa_Western",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,2014195.87140453,0.00077855248965,0.0007235,1134117.41167315,3148313.28307768
"Argentina",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,155385839.969726,0.06004892544705,0.0499185,87473269.6987177,242859109.668443
"Brazil",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,721348410.332742,0.27479705409777,0.2221313,400296868.704222,1121645279.03696
"Canada",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1095542848.73267,0.41102952937398,0.3426687,598746715.439077,1694289564.17175
"Central America and Caribbean",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,18772671.3487394,0.0068267238384,0.006296,9944488.61539728,28717159.9641367
"Central Asia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,214440421.484989,0.08129820198525,0.0785067,118427090.831914,332867512.316903
"China",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,7513559699.61598,2.68274713972944,2.3308033,3907957758.44388,11421517458.0599
"Colombia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,78511335.6510822,0.03015978800857,0.0238271,43933763.1920839,122445098.843166
"EU-12",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,426399362.379505,0.15297853802735,0.1396745,222843836.344441,649243198.723946
"EU-15",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1755119413.97693,0.63344978090226,0.5709042,922746295.840322,2677865709.81725
"Europe_Non_EU",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,582202526.885842,0.20968106792,0.1917347,305442411.639064,887644938.524906
"European Free Trade Association",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,15678911.6644992,0.0058227836799,0.0054318,8482048.98651033,24160960.6510096
"India",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1988098846.69867,0.727090163977,0.6778225,1059152241.8653,3047251088.56396
"Indonesia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,20289048.1168856,0.00749443277016,0.0057348,10917140.2162921,31206188.3331777
"Japan",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,359386467.262099,0.1288585211785,0.1291055,187708207.800721,547094675.06282
"Mexico",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,260718180.953122,0.10251313950048,0.0853806,149330890.310349,410049071.263471
"Middle East",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,870545580.097473,0.33285119922312,0.3266729,484864341.908319,1355409922.00579
"Pakistan",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,19191267.8296293,0.0070123275186,0.0057804,10214857.4963446,29406125.3259739
"Russia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,1092206777.92434,0.41079965593335,0.4022457,598411858.798111,1690618636.72245
"South Africa",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,61289214.6932106,0.01993837605318,0.0127023,29044232.3966673,90333447.0898779
"South America_Northern",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,52235517.3338776,0.01982908817631,0.0172851,28885032.7464308,81120550.0803084
"South America_Southern",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,63769162.3378068,0.0232040769908,0.020156,33801378.9524984,97570541.2903051
"South Asia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,6721246.94722088,0.0024457618107,0.0022182,3562741.22964669,10283988.1768676
"South Korea",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,364350908.469576,0.12991031512173,0.1181349,189240356.037824,553591264.5074
"Southeast Asia",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,352768836.535042,0.12919615383612,0.1261939,188200037.293076,540968873.828118
"Taiwan",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,108484990.847381,0.03919519023042,0.0405354,57095633.6086528,165580624.456034
"USA",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,4991568359.56272,1.88960751011336,1.7708552,2752591259.98213,7744159619.54485
"Ukraine",2021,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",1.4567,34580641.0324617,0.01229252627112,0.0024056,17906523.0191405,52487164.0516022
"Africa_Eastern",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,5002499.9069496,0.00184237854,0.001821,2683792.819218,7686292.7261676
"Africa_Northern",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,399335319.41626,0.15218949678784,0.1342652,221694439.970847,621029759.387107
"Africa_Southern",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,25880146.4630617,0.0099380016831,0.009843,14476687.0517718,40356833.5148335
"Africa_Western",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,12621644.53654,0.00487867784703,0.0045337,7106770.0197686,19728414.5563086
"Argentina",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,82025457.6484918,0.03169877378823,0.0263511,46175603.7773146,128201061.425806
"Australia_NZ",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,143712966.044977,0.05198097582322,0.0517969,75720687.4816846,219433653.526662
"Brazil",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,455929275.402703,0.17368586381136,0.1403984,253008197.814008,708937473.216711
"Canada",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,447133569.157311,0.16775710846056,0.1398564,244371779.894498,691505349.051808
"Central America and Caribbean",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,29096447.9176522,0.01058098823136,0.0097584,15413325.5566221,44509773.4742744
"Central Asia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,139296257.647017,0.052809704493,0.0509964,76927896.5349531,216224154.18197
"China",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,5617090337.57703,2.0056050180192,1.742494,2921564829.74857,8538655167.3256
"Colombia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,165260280.542387,0.06348401776714,0.0501542,92477168.6813928,257737449.22378
"EU-12",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,193357195.58482,0.06937041587625,0.0633375,101051884.806933,294409080.391753
"EU-15",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,2340948386.33439,0.84488453071519,0.7614623,1230743295.89282,3571691682.22721
"Europe_Non_EU",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,484834403.083167,0.17461379968,0.1596688,254359921.993856,739194325.077023
"European Free Trade Association",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,54335548.6528469,0.020178960932,0.018824,29394692.3896444,83730241.0424913
"India",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1510230949.23408,0.55232367864664,0.5148982,804569902.684561,2314800851.91864
"Indonesia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,386873457.306836,0.14290454138814,0.1093517,208169045.440104,595042502.746939
"Japan",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1928973539.07916,0.6916361640766,0.6929618,1007506400.21038,2936479939.28955
"Mexico",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,168502826.706546,0.06625450406736,0.0551817,96512936.0749233,265015762.781469
"Middle East",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,3673484259.18553,1.40454867493584,1.3784778,2046006054.77904,5719490313.96457
"Pakistan",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,73255769.177503,0.0267670406489,0.0220646,38991548.1132526,112247317.290756
"Russia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1459141945.78754,0.5488109224396,0.5373832,799452870.717765,2258594816.50531
"South Africa",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,117603804.291068,0.03825842584176,0.0243736,55731048.9236918,173334853.21476
"South America_Northern",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,43457523.1539356,0.01649687994924,0.0143804,24031005.0220579,67488528.1759936
"South America_Southern",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,216469034.347841,0.0787679178303,0.068421,114741225.903398,331210260.251239
"South Asia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,50976576.6233703,0.01854961814745,0.0168237,27021228.7553904,77997805.3787607
"South Korea",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,2010575354.43148,0.71687615372582,0.6518966,1044273493.1324,3054848847.56388
"Southeast Asia",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,1738465682.74389,0.6366862844028,0.621891,927460910.489559,2665926593.23345
"Taiwan",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,345778813.444046,0.12492849254746,0.1292002,181983335.093885,527762148.537931
"USA",2021,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",1.4567,7468579776.17593,2.82730465023204,2.6496228,4118534683.99301,11587114460.1689
"Africa_Eastern",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,33798328.8606163,0.012447639568,0.0123032,18132476.5587056,51930805.4193219
"Africa_Northern",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,1648233293.24712,0.62815329196256,0.5541718,915030900.401861,2563264193.64898
"Africa_Southern",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,185038183.015935,0.07105484417852,0.0703756,103505591.51485,288543774.530785
"Africa_Western",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,135922725.815506,0.05253857287965,0.0488235,76532939.1137861,212455664.929293
"Argentina",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,390836079.479608,0.15103877292333,0.1255581,220018180.517415,610854259.997023
"Australia_NZ",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,510179656.058593,0.1845319674133,0.1838785,268807716.930954,778987372.989547
"Brazil",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,798216234.370247,0.30407978529651,0.2458019,442953023.241426,1241169257.61167
"Canada",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,1031144494.01439,0.38686833343086,0.3225259,563551101.308734,1594695595.32312
"Central America and Caribbean",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,60765491.267276,0.02209750653384,0.0203796,32189437.7678447,92954929.0351207
"Central Asia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,655866460.824147,0.24865071444175,0.2401129,362209495.727297,1018075956.55144
"China",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,5460048200.59947,1.949532482412,1.6937775,2839883967.12956,8299932167.72903
"Colombia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,115114328.549087,0.04422066848052,0.0349356,64416247.7755735,179530576.32466
"EU-12",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,314502061.2349,0.11283334305618,0.1030206,164364330.829937,478866392.064837
"EU-15",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,1916151434.67651,0.69156873133838,0.6232846,1007408170.94062,2923559605.61713
"Europe_Non_EU",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,250096511.496925,0.09007261424,0.0823634,131208777.163408,381305288.660333
"European Free Trade Association",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,811091997.422824,0.3012207318053,0.2809946,438788240.020781,1249880237.4436
"India",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,1703978800.11992,0.62318140129192,0.5809546,907788347.26194,2611767147.38186
"Indonesia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,318405880.147797,0.1176137711658,0.089999,171327980.457221,489733860.605018
"Japan",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,316790268.034815,0.1135855942871,0.1138033,165460135.198019,482250403.232834
"Mexico",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,400138523.402148,0.15733255010864,0.1310383,229186325.743256,629324849.145404
"Middle East",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,7761231757.97453,2.96748999380496,2.9124082,4322742673.97569,12083974431.9502
"Pakistan",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,104789023.553023,0.0382890260316,0.0315624,55775624.2202317,160564647.773254
"Russia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,3502801465.64935,1.31746997544385,1.2900367,1919158513.22906,5421959978.87841
"South Africa",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,29175621.3036566,0.00949130303022,0.0060467,13825981.1241215,43001602.427778
"South America_Northern",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,79165135.4480713,0.03005182166103,0.0261963,43776488.6136224,122941624.061694
"South America_Southern",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,401075001.235048,0.14594162549044,0.1267708,212593165.851924,613668167.086972
"South Asia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,5838291.68600902,0.0021244675218,0.0019268,3094711.83900606,8933003.52501508
"South Korea",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,378722634.041668,0.13503459326819,0.1227947,196704892.013772,575427526.05544
"Southeast Asia",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,1480003335.18094,0.54202842985824,0.5294328,789572813.774498,2269576148.95543
"Taiwan",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,141758121.21516,0.05121663821267,0.0529679,74607276.8843964,216365398.099556
"USA",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,11120907385.6491,4.20992934514045,3.9453565,6132604077.06609,17253511462.7152
"Ukraine",2021,"crude oil refining","LPG","LPG_crude oil",1.4567,203960519.325359,0.07250270576895,0.0141885,105614691.493629,309575210.818988
"Africa_Eastern",2021,"crude oil refining","Other","Other_crude oil",1.4567,687053.94109176,0.000253036174,0.0002501,368597.7946658,1055651.73575756
"Africa_Northern",2021,"crude oil refining","Other","Other_crude oil",1.4567,1287629263.32385,0.49072456180688,0.4329289,714838469.184082,2002467732.50794
"Africa_Southern",2021,"crude oil refining","Other","Other_crude oil",1.4567,40607614.1440073,0.01559336375031,0.0154443,22714852.9750766,63322467.1190839
"Africa_Western",2021,"crude oil refining","Other","Other_crude oil",1.4567,13504438.6081673,0.00521990658852,0.0048508,7603837.92749708,21108276.5356644
"Argentina",2021,"crude oil refining","Other","Other_crude oil",1.4567,450792162.711774,0.17420882736849,0.1448193,253769998.827679,704562161.539454
"Australia_NZ",2021,"crude oil refining","Other","Other_crude oil",1.4567,448309463.587033,0.16215352051634,0.1615793,236209033.336152,684518496.923186
"Brazil",2021,"crude oil refining","Other","Other_crude oil",1.4567,1317860078.95078,0.50203765922445,0.4058205,731318258.192256,2049178337.14303
"Canada",2021,"crude oil refining","Other","Other_crude oil",1.4567,2248979251.83264,0.84377976135024,0.7034456,1229133978.35889,3478113230.19153
"Central America and Caribbean",2021,"crude oil refining","Other","Other_crude oil",1.4567,31342847.3131637,0.01139789638572,0.0105118,16603315.6650783,47946162.978242
"Central Asia",2021,"crude oil refining","Other","Other_crude oil",1.4567,190564176.932073,0.072246290322,0.0697656,105241171.112057,295805348.04413
"China",2021,"crude oil refining","Other","Other_crude oil",1.4567,18732780005.0083,6.68861551471872,5.8111504,9743306220.29076,28476086225.299
"Colombia",2021,"crude oil refining","Other","Other_crude oil",1.4567,84809482.1717867,0.03257919359295,0.0257385,47458111.3068503,132267593.478637
"EU-12",2021,"crude oil refining","Other","Other_crude oil",1.4567,1179719912.22022,0.42324600685631,0.3864377,616542458.187587,1796262370.4078
"EU-15",2021,"crude oil refining","Other","Other_crude oil",1.4567,4663913771.29647,1.68327871770303,1.5170751,2452032108.078,7115945879.37447
"Europe_Non_EU",2021,"crude oil refining","Other","Other_crude oil",1.4567,820853253.113624,0.29563146632,0.2703287,430646356.988344,1251499610.10197
"European Free Trade Association",2021,"crude oil refining","Other","Other_crude oil",1.4567,322488293.403755,0.1197646630054,0.1117228,174461184.599966,496949478.003721
"India",2021,"crude oil refining","Other","Other_crude oil",1.4567,4021426760.67621,1.47072156281208,1.3710654,2142400100.54836,6163826861.22456
"Indonesia",2021,"crude oil refining","Other","Other_crude oil",1.4567,485754086.923151,0.17942938112736,0.1373008,261374779.488225,747128866.411377
"Japan",2021,"crude oil refining","Other","Other_crude oil",1.4567,2059580319.25097,0.7384654080296,0.7398808,1075722559.87672,3135302879.12768
"Mexico",2021,"crude oil refining","Other","Other_crude oil",1.4567,352483434.592856,0.13859479753168,0.1154321,201891041.564398,554374476.157255
"Middle East",2021,"crude oil refining","Other","Other_crude oil",1.4567,10704670881.2835,4.0929075071808,4.016936,5962138365.71027,16666809246.9937
"Pakistan",2021,"crude oil refining","Other","Other_crude oil",1.4567,67877605.9436063,0.02480190513105,0.0204447,36128935.2044005,104006541.148007
"Russia",2021,"crude oil refining","Other","Other_crude oil",1.4567,4982674518.69162,1.87407825997595,1.8350549,2729969801.30697,7712644319.99859
