# File: A26.td_nonenergy_cost_nonmineral.csv
# Title: Electricity transmission and distribution sector non-energy costs (excluding mineral costs)
# Units: $1975/GJ
# Description: Updates non-energy costs for the electricity transmission sectors to have regionally and time varying costs. Costs are total transmission and distribution costs minus mineral costs. Regional variation is based on regional variation in mineral costs which reflects disparities in transmission and distribution intensity (per unit electricity generation).
# Comment:
# Column types: ccccncn
# ----------
region,supplysector,subsector,stub.technology,year,minicam.non.energy.input,input.cost
India,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,2.094910346
India,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.346260839
India,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,2.094910346
India,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,2.032839079
India,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.330511413
India,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,2.032839079
India,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.970652007
India,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.314646183
India,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.970652007
India,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.908464935
India,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.298780952
India,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.908464935
India,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.846277864
India,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.282915721
India,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.846277864
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.151386536
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.329044188
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.151386536
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.202528386
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.344782881
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.202528386
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.243616607
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.358069719
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.243616607
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.261786286
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.365567295
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.261786286
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.276709671
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.372239858
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.276709671
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.364759488
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.397044321
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.364759488
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.45770177
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.423019287
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.45770177
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.654661166
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.474731794
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.654661166
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.587893043
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.457790628
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.587893043
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.521000353
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.440724895
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.521000353
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.454107663
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.423659163
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.454107663
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.387214974
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.40659343
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.387214974
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,2.320322284
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.389527697
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,2.320322284
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,2.253429594
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.372461964
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,2.253429594
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,2.186661471
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.355520799
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,2.186661471
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,2.119768781
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.338455066
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,2.119768781
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,2.052876092
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.321389333
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,2.052876092
Indonesia,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.985983402
Indonesia,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.3043236
Indonesia,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.985983402
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.189124494
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.334816027
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.189124494
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.123635874
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.332433079
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.123635874
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.039547067
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.325501266
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.039547067
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,1.927135494
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.31147846
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,1.927135494
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.805602682
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.295214315
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.805602682
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.731107111
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.290653765
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.731107111
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.643797468
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.282930192
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.643797468
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.601641243
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.286420742
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.601641243
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.561357917
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.276199599
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.561357917
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.520999437
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.265903302
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.520999437
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.480640956
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.255607004
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.480640956
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.440282476
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.245310707
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.440282476
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.399923995
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.235014409
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.399923995
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.359565515
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.224718111
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.359565515
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.31928219
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.214496969
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.31928219
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.278923709
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.204200671
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.278923709
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.238565229
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.193904374
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.238565229
Japan,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.198206748
Japan,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.183608076
Japan,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.198206748
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.022162005
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.30927992
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.022162005
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.050834837
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.321036835
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.050834837
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.068676472
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.330150169
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.068676472
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.064150601
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.333623895
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.064150601
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.055613206
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.336090797
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.055613206
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.111292299
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.354487051
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.111292299
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.168633476
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.373264892
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.168633476
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.313727706
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.413762825
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.313727706
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.255534496
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.398997384
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.255534496
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.197232717
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.384123373
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.197232717
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.138930937
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.369249362
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.138930937
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.080629158
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.354375352
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.080629158
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,2.022327378
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.339501341
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,2.022327378
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.964025599
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.32462733
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.964025599
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.905832389
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.309861889
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.905832389
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.847530609
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.294987878
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.847530609
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.78922883
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.280113867
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.78922883
Mexico,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.73092705
Mexico,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.265239856
Mexico,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.73092705
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.328833956
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.356183915
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.328833956
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.30077166
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.360161842
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.30077166
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.255885243
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.36002773
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.255885243
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.182639332
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.352774955
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.182639332
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.101749691
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.343634068
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.101749691
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.080589098
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.349331968
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.080589098
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.052095293
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.353206356
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.052095293
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.093120775
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.374311793
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.093120775
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.040476111
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.360954191
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.040476111
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.98773323
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.347498372
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.98773323
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.934990348
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.334042554
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.934990348
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.882247467
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.320586735
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.882247467
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.829504586
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.307130916
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.829504586
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.776761704
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.293675097
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.776761704
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.724117041
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.280317496
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.724117041
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.671374159
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.266861677
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.671374159
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.618631278
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.253405858
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.618631278
Middle East,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.565888397
Middle East,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.239950039
Middle East,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.565888397
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,3.807909197
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.582401335
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,3.807909197
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,3.743252605
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.585967211
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,3.743252605
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,3.649749767
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.582481369
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,3.649749767
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,3.509076965
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.567164007
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,3.509076965
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,3.354976539
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.548535462
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,3.354976539
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,3.294168071
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.553092495
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,3.294168071
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,3.218527164
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.553972448
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,3.218527164
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,3.246865073
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.580635337
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,3.246865073
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,3.165202265
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.559914923
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,3.165202265
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,3.083387101
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.539042153
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,3.083387101
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,3.001571937
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.518169383
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,3.001571937
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.919756773
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.497296613
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.919756773
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,2.837941609
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.476423843
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,2.837941609
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,2.756126445
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.455551073
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,2.756126445
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,2.674463637
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.434830659
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,2.674463637
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,2.592648473
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.413957889
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,2.592648473
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,2.51083331
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.393085119
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,2.51083331
Pakistan,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,2.429018146
Pakistan,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.372212349
Pakistan,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,2.429018146
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.006601138
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.30689996
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.006601138
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,1.974480251
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.30908432
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,1.974480251
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,1.927297555
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.307586818
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,1.927297555
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,1.855341367
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.299874541
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,1.855341367
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.776405955
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.290440678
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.776405955
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.747085535
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.29333655
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.747085535
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.710244324
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.294367015
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.710244324
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.729202474
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.309232456
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.729202474
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.685710821
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.29819726
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.685710821
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.642138027
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.287080924
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.642138027
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.598565233
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.275964587
Russia,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.598565233
Russia,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.554992438
Russia,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.26484825
