# File: A44.bld_floorspace_material_intensity_reg.csv
# Title: Building sub-type floorspace material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type floorspace material intensities based on data from Deetman et al. 2020. There are 2 floorspace sectors: resid floorspace and comm floorspace. Within resid floorspace there are 8 subsectors (4 building sub-types x urban/rural). Within comm floorspace there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Mexico,resid floorspace,apartments rural,steel,1975,kg/m2,97.35999999
Middle East,resid floorspace,apartments rural,steel,1975,kg/m2,335.1899999
Pakistan,resid floorspace,apartments rural,steel,1975,kg/m2,97.36000001
Russia,resid floorspace,apartments rural,steel,1975,kg/m2,97.35999999
South Africa,resid floorspace,apartments rural,steel,1975,kg/m2,97.36
South America_Northern,resid floorspace,apartments rural,steel,1975,kg/m2,37.49999999
South America_Southern,resid floorspace,apartments rural,steel,1975,kg/m2,37.49999999
South Asia,resid floorspace,apartments rural,steel,1975,kg/m2,97.36000001
South Korea,resid floorspace,apartments rural,steel,1975,kg/m2,106.51
Southeast Asia,resid floorspace,apartments rural,steel,1975,kg/m2,40.20069325
Taiwan,resid floorspace,apartments rural,steel,1975,kg/m2,374.3
Argentina,resid floorspace,apartments rural,steel,1975,kg/m2,37.49999999
Colombia,resid floorspace,apartments rural,steel,1975,kg/m2,37.49999999
USA,resid floorspace,apartments rural,steel,1990,kg/m2,3.771746125
Africa_Eastern,resid floorspace,apartments rural,steel,1990,kg/m2,97.36
Africa_Northern,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999999
Africa_Southern,resid floorspace,apartments rural,steel,1990,kg/m2,97.36000002
Africa_Western,resid floorspace,apartments rural,steel,1990,kg/m2,26.73
Australia_NZ,resid floorspace,apartments rural,steel,1990,kg/m2,49.41000001
Brazil,resid floorspace,apartments rural,steel,1990,kg/m2,97.36000002
Canada,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999999
Central America and Caribbean,resid floorspace,apartments rural,steel,1990,kg/m2,97.36000002
Central Asia,resid floorspace,apartments rural,steel,1990,kg/m2,105.5015601
China,resid floorspace,apartments rural,steel,1990,kg/m2,374.3000001
EU-12,resid floorspace,apartments rural,steel,1990,kg/m2,97.25013787
EU-15,resid floorspace,apartments rural,steel,1990,kg/m2,76.24000001
Europe_Eastern,resid floorspace,apartments rural,steel,1990,kg/m2,97.36
Europe_Non_EU,resid floorspace,apartments rural,steel,1990,kg/m2,79.35004811
European Free Trade Association,resid floorspace,apartments rural,steel,1990,kg/m2,76.24000001
India,resid floorspace,apartments rural,steel,1990,kg/m2,21.16
Indonesia,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999999
Japan,resid floorspace,apartments rural,steel,1990,kg/m2,97.36
Mexico,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999998
Middle East,resid floorspace,apartments rural,steel,1990,kg/m2,335.19
Pakistan,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999999
Russia,resid floorspace,apartments rural,steel,1990,kg/m2,97.36000001
South Africa,resid floorspace,apartments rural,steel,1990,kg/m2,97.36000001
South America_Northern,resid floorspace,apartments rural,steel,1990,kg/m2,37.49999999
South America_Southern,resid floorspace,apartments rural,steel,1990,kg/m2,37.49999999
South Asia,resid floorspace,apartments rural,steel,1990,kg/m2,97.35999999
South Korea,resid floorspace,apartments rural,steel,1990,kg/m2,106.51
Southeast Asia,resid floorspace,apartments rural,steel,1990,kg/m2,39.04710209
Taiwan,resid floorspace,apartments rural,steel,1990,kg/m2,374.3000001
Argentina,resid floorspace,apartments rural,steel,1990,kg/m2,37.49999999
Colombia,resid floorspace,apartments rural,steel,1990,kg/m2,37.49999999
USA,resid floorspace,apartments rural,steel,2005,kg/m2,3.677779589
Africa_Eastern,resid floorspace,apartments rural,steel,2005,kg/m2,97.36000001
Africa_Northern,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
Africa_Southern,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
Africa_Western,resid floorspace,apartments rural,steel,2005,kg/m2,26.73000001
Australia_NZ,resid floorspace,apartments rural,steel,2005,kg/m2,49.40999999
Brazil,resid floorspace,apartments rural,steel,2005,kg/m2,97.35999999
Canada,resid floorspace,apartments rural,steel,2005,kg/m2,97.35999998
Central America and Caribbean,resid floorspace,apartments rural,steel,2005,kg/m2,97.35999998
Central Asia,resid floorspace,apartments rural,steel,2005,kg/m2,112.0066516
China,resid floorspace,apartments rural,steel,2005,kg/m2,374.2999998
EU-12,resid floorspace,apartments rural,steel,2005,kg/m2,97.24979997
EU-15,resid floorspace,apartments rural,steel,2005,kg/m2,76.23999999
Europe_Eastern,resid floorspace,apartments rural,steel,2005,kg/m2,97.35999999
Europe_Non_EU,resid floorspace,apartments rural,steel,2005,kg/m2,79.08504723
European Free Trade Association,resid floorspace,apartments rural,steel,2005,kg/m2,76.23999999
India,resid floorspace,apartments rural,steel,2005,kg/m2,21.16
Indonesia,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
Japan,resid floorspace,apartments rural,steel,2005,kg/m2,97.35999999
Mexico,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
Middle East,resid floorspace,apartments rural,steel,2005,kg/m2,335.1899999
Pakistan,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
Russia,resid floorspace,apartments rural,steel,2005,kg/m2,97.36000001
South Africa,resid floorspace,apartments rural,steel,2005,kg/m2,97.36000005
South America_Northern,resid floorspace,apartments rural,steel,2005,kg/m2,37.5
South America_Southern,resid floorspace,apartments rural,steel,2005,kg/m2,37.5
South Asia,resid floorspace,apartments rural,steel,2005,kg/m2,97.36
South Korea,resid floorspace,apartments rural,steel,2005,kg/m2,106.51
Southeast Asia,resid floorspace,apartments rural,steel,2005,kg/m2,38.79971133
Taiwan,resid floorspace,apartments rural,steel,2005,kg/m2,374.2999998
Argentina,resid floorspace,apartments rural,steel,2005,kg/m2,37.5
Colombia,resid floorspace,apartments rural,steel,2005,kg/m2,37.5
USA,resid floorspace,apartments rural,steel,2010,kg/m2,3.683590435
Africa_Eastern,resid floorspace,apartments rural,steel,2010,kg/m2,97.36
Africa_Northern,resid floorspace,apartments rural,steel,2010,kg/m2,97.36
Africa_Southern,resid floorspace,apartments rural,steel,2010,kg/m2,97.36000001
Africa_Western,resid floorspace,apartments rural,steel,2010,kg/m2,26.72999999
Australia_NZ,resid floorspace,apartments rural,steel,2010,kg/m2,49.41
Brazil,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999999
Canada,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999998
Central America and Caribbean,resid floorspace,apartments rural,steel,2010,kg/m2,97.36000001
Central Asia,resid floorspace,apartments rural,steel,2010,kg/m2,115.5382345
China,resid floorspace,apartments rural,steel,2010,kg/m2,374.3
EU-12,resid floorspace,apartments rural,steel,2010,kg/m2,97.25523907
EU-15,resid floorspace,apartments rural,steel,2010,kg/m2,76.24000001
Europe_Eastern,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999998
Europe_Non_EU,resid floorspace,apartments rural,steel,2010,kg/m2,79.17603559
European Free Trade Association,resid floorspace,apartments rural,steel,2010,kg/m2,76.24000001
India,resid floorspace,apartments rural,steel,2010,kg/m2,21.16
Indonesia,resid floorspace,apartments rural,steel,2010,kg/m2,97.36
Japan,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999996
Mexico,resid floorspace,apartments rural,steel,2010,kg/m2,97.36
Middle East,resid floorspace,apartments rural,steel,2010,kg/m2,335.19
Pakistan,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999999
Russia,resid floorspace,apartments rural,steel,2010,kg/m2,97.36
South Africa,resid floorspace,apartments rural,steel,2010,kg/m2,97.36000004
South America_Northern,resid floorspace,apartments rural,steel,2010,kg/m2,37.5
South America_Southern,resid floorspace,apartments rural,steel,2010,kg/m2,37.5
South Asia,resid floorspace,apartments rural,steel,2010,kg/m2,97.35999999
South Korea,resid floorspace,apartments rural,steel,2010,kg/m2,106.51
Southeast Asia,resid floorspace,apartments rural,steel,2010,kg/m2,38.51606891
Taiwan,resid floorspace,apartments rural,steel,2010,kg/m2,374.3
Argentina,resid floorspace,apartments rural,steel,2010,kg/m2,37.5
Colombia,resid floorspace,apartments rural,steel,2010,kg/m2,37.5
USA,resid floorspace,apartments rural,steel,2015,kg/m2,3.521941395
Africa_Eastern,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999999
Africa_Northern,resid floorspace,apartments rural,steel,2015,kg/m2,97.36000001
Africa_Southern,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999999
Africa_Western,resid floorspace,apartments rural,steel,2015,kg/m2,26.73000001
Australia_NZ,resid floorspace,apartments rural,steel,2015,kg/m2,49.41
Brazil,resid floorspace,apartments rural,steel,2015,kg/m2,97.36000002
Canada,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999997
Central America and Caribbean,resid floorspace,apartments rural,steel,2015,kg/m2,97.36000001
Central Asia,resid floorspace,apartments rural,steel,2015,kg/m2,117.8551988
China,resid floorspace,apartments rural,steel,2015,kg/m2,374.3
EU-12,resid floorspace,apartments rural,steel,2015,kg/m2,97.25519675
EU-15,resid floorspace,apartments rural,steel,2015,kg/m2,76.24000002
Europe_Eastern,resid floorspace,apartments rural,steel,2015,kg/m2,97.36000001
Europe_Non_EU,resid floorspace,apartments rural,steel,2015,kg/m2,78.78756872
European Free Trade Association,resid floorspace,apartments rural,steel,2015,kg/m2,76.24000002
India,resid floorspace,apartments rural,steel,2015,kg/m2,21.16
Indonesia,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999996
Japan,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999999
Mexico,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999999
Middle East,resid floorspace,apartments rural,steel,2015,kg/m2,335.19
Pakistan,resid floorspace,apartments rural,steel,2015,kg/m2,97.36
Russia,resid floorspace,apartments rural,steel,2015,kg/m2,97.36
South Africa,resid floorspace,apartments rural,steel,2015,kg/m2,97.35999999
South America_Northern,resid floorspace,apartments rural,steel,2015,kg/m2,37.49999999
South America_Southern,resid floorspace,apartments rural,steel,2015,kg/m2,37.49999999
South Asia,resid floorspace,apartments rural,steel,2015,kg/m2,97.36
South Korea,resid floorspace,apartments rural,steel,2015,kg/m2,106.51
Southeast Asia,resid floorspace,apartments rural,steel,2015,kg/m2,38.1136082
Taiwan,resid floorspace,apartments rural,steel,2015,kg/m2,374.3
Argentina,resid floorspace,apartments rural,steel,2015,kg/m2,37.49999999
Colombia,resid floorspace,apartments rural,steel,2015,kg/m2,37.49999999
USA,resid floorspace,apartments urban,aluminium,1975,kg/m2,71.48147836
Africa_Eastern,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557365
Africa_Northern,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557367
Africa_Southern,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557366
Africa_Western,resid floorspace,apartments urban,aluminium,1975,kg/m2,2.869906666
Australia_NZ,resid floorspace,apartments urban,aluminium,1975,kg/m2,2.756409975
Brazil,resid floorspace,apartments urban,aluminium,1975,kg/m2,6.57494931
Canada,resid floorspace,apartments urban,aluminium,1975,kg/m2,6.785094502
Central America and Caribbean,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557366
Central Asia,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.418104265
China,resid floorspace,apartments urban,aluminium,1975,kg/m2,1.91478733
EU-12,resid floorspace,apartments urban,aluminium,1975,kg/m2,4.631255762
EU-15,resid floorspace,apartments urban,aluminium,1975,kg/m2,0.375653521
Europe_Eastern,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557366
Europe_Non_EU,resid floorspace,apartments urban,aluminium,1975,kg/m2,4.269050093
European Free Trade Association,resid floorspace,apartments urban,aluminium,1975,kg/m2,0.375653521
India,resid floorspace,apartments urban,aluminium,1975,kg/m2,6.008697335
Indonesia,resid floorspace,apartments urban,aluminium,1975,kg/m2,4.58901396
Japan,resid floorspace,apartments urban,aluminium,1975,kg/m2,4.455532928
Mexico,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557365
Middle East,resid floorspace,apartments urban,aluminium,1975,kg/m2,9.216934278
Pakistan,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557364
Russia,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557365
South Africa,resid floorspace,apartments urban,aluminium,1975,kg/m2,4.526666667
South America_Northern,resid floorspace,apartments urban,aluminium,1975,kg/m2,3.543287356
South America_Southern,resid floorspace,apartments urban,aluminium,1975,kg/m2,3.543287356
South Asia,resid floorspace,apartments urban,aluminium,1975,kg/m2,5.436557364
South Korea,resid floorspace,apartments urban,aluminium,1975,kg/m2,9.531051053
Southeast Asia,resid floorspace,apartments urban,aluminium,1975,kg/m2,2.566202129
Taiwan,resid floorspace,apartments urban,aluminium,1975,kg/m2,1.91478733
Argentina,resid floorspace,apartments urban,aluminium,1975,kg/m2,3.543287356
Colombia,resid floorspace,apartments urban,aluminium,1975,kg/m2,3.543287356
USA,resid floorspace,apartments urban,aluminium,1990,kg/m2,71.61469062
Africa_Eastern,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557364
Africa_Northern,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557366
Africa_Southern,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557368
Africa_Western,resid floorspace,apartments urban,aluminium,1990,kg/m2,2.869906667
Australia_NZ,resid floorspace,apartments urban,aluminium,1990,kg/m2,2.756409976
Brazil,resid floorspace,apartments urban,aluminium,1990,kg/m2,6.574949313
Canada,resid floorspace,apartments urban,aluminium,1990,kg/m2,6.785094502
Central America and Caribbean,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557366
Central Asia,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.3736433
China,resid floorspace,apartments urban,aluminium,1990,kg/m2,1.914787331
EU-12,resid floorspace,apartments urban,aluminium,1990,kg/m2,4.627666636
EU-15,resid floorspace,apartments urban,aluminium,1990,kg/m2,0.375653521
Europe_Eastern,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557368
Europe_Non_EU,resid floorspace,apartments urban,aluminium,1990,kg/m2,4.461400625
European Free Trade Association,resid floorspace,apartments urban,aluminium,1990,kg/m2,0.375653521
India,resid floorspace,apartments urban,aluminium,1990,kg/m2,6.008697335
Indonesia,resid floorspace,apartments urban,aluminium,1990,kg/m2,4.58901396
Japan,resid floorspace,apartments urban,aluminium,1990,kg/m2,4.455532928
Mexico,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557366
Middle East,resid floorspace,apartments urban,aluminium,1990,kg/m2,9.216934279
Pakistan,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557365
Russia,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557367
South Africa,resid floorspace,apartments urban,aluminium,1990,kg/m2,4.526666666
South America_Northern,resid floorspace,apartments urban,aluminium,1990,kg/m2,3.543287356
South America_Southern,resid floorspace,apartments urban,aluminium,1990,kg/m2,3.543287356
South Asia,resid floorspace,apartments urban,aluminium,1990,kg/m2,5.436557365
South Korea,resid floorspace,apartments urban,aluminium,1990,kg/m2,9.53105105
Southeast Asia,resid floorspace,apartments urban,aluminium,1990,kg/m2,2.842531494
Taiwan,resid floorspace,apartments urban,aluminium,1990,kg/m2,1.914787331
Argentina,resid floorspace,apartments urban,aluminium,1990,kg/m2,3.543287356
Colombia,resid floorspace,apartments urban,aluminium,1990,kg/m2,3.543287356
USA,resid floorspace,apartments urban,aluminium,2005,kg/m2,71.63314831
Africa_Eastern,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557366
Africa_Northern,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557364
Africa_Southern,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557366
Africa_Western,resid floorspace,apartments urban,aluminium,2005,kg/m2,2.869906667
Australia_NZ,resid floorspace,apartments urban,aluminium,2005,kg/m2,2.756409976
Brazil,resid floorspace,apartments urban,aluminium,2005,kg/m2,6.574949311
Canada,resid floorspace,apartments urban,aluminium,2005,kg/m2,6.785094501
Central America and Caribbean,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557368
Central Asia,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.178812958
China,resid floorspace,apartments urban,aluminium,2005,kg/m2,1.914787331
EU-12,resid floorspace,apartments urban,aluminium,2005,kg/m2,4.623167957
EU-15,resid floorspace,apartments urban,aluminium,2005,kg/m2,0.375653521
Europe_Eastern,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557364
Europe_Non_EU,resid floorspace,apartments urban,aluminium,2005,kg/m2,4.73973304
European Free Trade Association,resid floorspace,apartments urban,aluminium,2005,kg/m2,0.375653521
India,resid floorspace,apartments urban,aluminium,2005,kg/m2,6.008697334
Indonesia,resid floorspace,apartments urban,aluminium,2005,kg/m2,4.589013958
Japan,resid floorspace,apartments urban,aluminium,2005,kg/m2,4.455532926
Mexico,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557365
Middle East,resid floorspace,apartments urban,aluminium,2005,kg/m2,9.216934279
Pakistan,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557365
Russia,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557365
South Africa,resid floorspace,apartments urban,aluminium,2005,kg/m2,4.526666667
South America_Northern,resid floorspace,apartments urban,aluminium,2005,kg/m2,3.543287358
South America_Southern,resid floorspace,apartments urban,aluminium,2005,kg/m2,3.543287358
South Asia,resid floorspace,apartments urban,aluminium,2005,kg/m2,5.436557365
South Korea,resid floorspace,apartments urban,aluminium,2005,kg/m2,9.531051049
Southeast Asia,resid floorspace,apartments urban,aluminium,2005,kg/m2,2.79079066
Taiwan,resid floorspace,apartments urban,aluminium,2005,kg/m2,1.914787331
Argentina,resid floorspace,apartments urban,aluminium,2005,kg/m2,3.543287358
Colombia,resid floorspace,apartments urban,aluminium,2005,kg/m2,3.543287358
USA,resid floorspace,apartments urban,aluminium,2010,kg/m2,71.63606654
Africa_Eastern,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557366
Africa_Northern,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557363
Africa_Southern,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557366
Africa_Western,resid floorspace,apartments urban,aluminium,2010,kg/m2,2.869906667
Australia_NZ,resid floorspace,apartments urban,aluminium,2010,kg/m2,2.756409975
Brazil,resid floorspace,apartments urban,aluminium,2010,kg/m2,6.574949311
Canada,resid floorspace,apartments urban,aluminium,2010,kg/m2,6.785094505
Central America and Caribbean,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557364
Central Asia,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.067704371
China,resid floorspace,apartments urban,aluminium,2010,kg/m2,1.914787331
EU-12,resid floorspace,apartments urban,aluminium,2010,kg/m2,4.624063108
EU-15,resid floorspace,apartments urban,aluminium,2010,kg/m2,0.375653521
Europe_Eastern,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557364
Europe_Non_EU,resid floorspace,apartments urban,aluminium,2010,kg/m2,4.809809087
European Free Trade Association,resid floorspace,apartments urban,aluminium,2010,kg/m2,0.375653521
India,resid floorspace,apartments urban,aluminium,2010,kg/m2,6.008697335
Indonesia,resid floorspace,apartments urban,aluminium,2010,kg/m2,4.58901396
Japan,resid floorspace,apartments urban,aluminium,2010,kg/m2,4.455532927
Mexico,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557365
Middle East,resid floorspace,apartments urban,aluminium,2010,kg/m2,9.216934277
Pakistan,resid floorspace,apartments urban,aluminium,2010,kg/m2,5.436557368
