# File: A44.bld_materials_intensity_reg.csv
# Title: Building sub-type material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type material intensities based on data from Deetman et al. 2020. There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Argentina,comm materials,retail commercial,steel,2005,kg/m2,78.50000002
Colombia,comm materials,retail commercial,steel,2005,kg/m2,78.50000002
USA,comm materials,retail commercial,steel,2010,kg/m2,78.5
Africa_Eastern,comm materials,retail commercial,steel,2010,kg/m2,78.5
Africa_Northern,comm materials,retail commercial,steel,2010,kg/m2,78.50000002
Africa_Southern,comm materials,retail commercial,steel,2010,kg/m2,78.5
Africa_Western,comm materials,retail commercial,steel,2010,kg/m2,78.5
Australia_NZ,comm materials,retail commercial,steel,2010,kg/m2,78.5
Brazil,comm materials,retail commercial,steel,2010,kg/m2,78.5
Canada,comm materials,retail commercial,steel,2010,kg/m2,78.50000005
Central America and Caribbean,comm materials,retail commercial,steel,2010,kg/m2,78.49999999
Central Asia,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
China,comm materials,retail commercial,steel,2010,kg/m2,78.50000002
EU-12,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
EU-15,comm materials,retail commercial,steel,2010,kg/m2,78.49999999
Ukraine,comm materials,retail commercial,steel,2010,kg/m2,78.5
Europe_Non_EU,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
European Free Trade Association,comm materials,retail commercial,steel,2010,kg/m2,78.49999999
India,comm materials,retail commercial,steel,2010,kg/m2,78.5
Indonesia,comm materials,retail commercial,steel,2010,kg/m2,78.5
Japan,comm materials,retail commercial,steel,2010,kg/m2,78.49999999
Mexico,comm materials,retail commercial,steel,2010,kg/m2,78.49999999
Middle East,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
Pakistan,comm materials,retail commercial,steel,2010,kg/m2,78.5
Russia,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
South Africa,comm materials,retail commercial,steel,2010,kg/m2,78.49999996
South America_Northern,comm materials,retail commercial,steel,2010,kg/m2,78.5
South America_Southern,comm materials,retail commercial,steel,2010,kg/m2,78.5
South Asia,comm materials,retail commercial,steel,2010,kg/m2,78.5
South Korea,comm materials,retail commercial,steel,2010,kg/m2,78.5
Southeast Asia,comm materials,retail commercial,steel,2010,kg/m2,78.50000001
Taiwan,comm materials,retail commercial,steel,2010,kg/m2,78.50000002
Argentina,comm materials,retail commercial,steel,2010,kg/m2,78.5
Colombia,comm materials,retail commercial,steel,2010,kg/m2,78.5
USA,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
Africa_Eastern,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Africa_Northern,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Africa_Southern,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Africa_Western,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Australia_NZ,comm materials,retail commercial,steel,2015,kg/m2,78.49999997
Brazil,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Canada,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Central America and Caribbean,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
Central Asia,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
China,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
EU-12,comm materials,retail commercial,steel,2015,kg/m2,78.49999998
EU-15,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Ukraine,comm materials,retail commercial,steel,2015,kg/m2,78.5
Europe_Non_EU,comm materials,retail commercial,steel,2015,kg/m2,78.5
European Free Trade Association,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
India,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Indonesia,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Japan,comm materials,retail commercial,steel,2015,kg/m2,78.5
Mexico,comm materials,retail commercial,steel,2015,kg/m2,78.5
Middle East,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Pakistan,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
Russia,comm materials,retail commercial,steel,2015,kg/m2,78.50000003
South Africa,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
South America_Northern,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
South America_Southern,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
South Asia,comm materials,retail commercial,steel,2015,kg/m2,78.49999999
South Korea,comm materials,retail commercial,steel,2015,kg/m2,78.5
Southeast Asia,comm materials,retail commercial,steel,2015,kg/m2,78.5
Taiwan,comm materials,retail commercial,steel,2015,kg/m2,78.50000002
Argentina,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
Colombia,comm materials,retail commercial,steel,2015,kg/m2,78.50000001
USA,comm materials,retail commercial,steel,2021,kg/m2,78.49999997
Africa_Eastern,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Africa_Northern,comm materials,retail commercial,steel,2021,kg/m2,78.5
Africa_Southern,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Africa_Western,comm materials,retail commercial,steel,2021,kg/m2,78.50000003
Australia_NZ,comm materials,retail commercial,steel,2021,kg/m2,78.49999997
Brazil,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Canada,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
Central America and Caribbean,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Central Asia,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
China,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
EU-12,comm materials,retail commercial,steel,2021,kg/m2,78.49999996
EU-15,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
Ukraine,comm materials,retail commercial,steel,2021,kg/m2,78.5
Europe_Non_EU,comm materials,retail commercial,steel,2021,kg/m2,78.5
European Free Trade Association,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
India,comm materials,retail commercial,steel,2021,kg/m2,78.5
Indonesia,comm materials,retail commercial,steel,2021,kg/m2,78.49999998
Japan,comm materials,retail commercial,steel,2021,kg/m2,78.5
Mexico,comm materials,retail commercial,steel,2021,kg/m2,78.50000003
Middle East,comm materials,retail commercial,steel,2021,kg/m2,78.5
Pakistan,comm materials,retail commercial,steel,2021,kg/m2,78.50000004
Russia,comm materials,retail commercial,steel,2021,kg/m2,78.5
South Africa,comm materials,retail commercial,steel,2021,kg/m2,78.49999998
South America_Northern,comm materials,retail commercial,steel,2021,kg/m2,78.5
South America_Southern,comm materials,retail commercial,steel,2021,kg/m2,78.5
South Asia,comm materials,retail commercial,steel,2021,kg/m2,78.50000004
South Korea,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Southeast Asia,comm materials,retail commercial,steel,2021,kg/m2,78.50000001
Taiwan,comm materials,retail commercial,steel,2021,kg/m2,78.49999999
Argentina,comm materials,retail commercial,steel,2021,kg/m2,78.5
Colombia,comm materials,retail commercial,steel,2021,kg/m2,78.5
USA,resid materials,semi-detached rural,aluminium,1975,kg/m2,14.52641014
Africa_Eastern,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Northern,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Southern,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Australia_NZ,resid materials,semi-detached rural,aluminium,1975,kg/m2,4.219119146
Brazil,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929913
Central America and Caribbean,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Central Asia,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.551280691
China,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.718302493
EU-12,resid materials,semi-detached rural,aluminium,1975,kg/m2,3.302832676
EU-15,resid materials,semi-detached rural,aluminium,1975,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929913
Europe_Non_EU,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.557851048
European Free Trade Association,resid materials,semi-detached rural,aluminium,1975,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.519735732
Indonesia,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929911
Japan,resid materials,semi-detached rural,aluminium,1975,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929911
Middle East,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Pakistan,resid materials,semi-detached rural,aluminium,1975,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South America_Northern,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South America_Southern,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South Asia,resid materials,semi-detached rural,aluminium,1975,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Southeast Asia,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.552946349
Taiwan,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.718302493
Argentina,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Colombia,resid materials,semi-detached rural,aluminium,1975,kg/m2,2.548929912
USA,resid materials,semi-detached rural,aluminium,1990,kg/m2,14.79040174
Africa_Eastern,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929911
Africa_Northern,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929913
Africa_Southern,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Australia_NZ,resid materials,semi-detached rural,aluminium,1990,kg/m2,4.219119146
Brazil,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Central America and Caribbean,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929913
Central Asia,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.553945929
China,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.718302493
EU-12,resid materials,semi-detached rural,aluminium,1990,kg/m2,3.298279003
EU-15,resid materials,semi-detached rural,aluminium,1990,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Europe_Non_EU,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.509537002
European Free Trade Association,resid materials,semi-detached rural,aluminium,1990,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.519735732
Indonesia,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Japan,resid materials,semi-detached rural,aluminium,1990,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Middle East,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Pakistan,resid materials,semi-detached rural,aluminium,1990,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929911
South America_Northern,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South America_Southern,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South Asia,resid materials,semi-detached rural,aluminium,1990,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Southeast Asia,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.55420084
Taiwan,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.718302493
Argentina,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Colombia,resid materials,semi-detached rural,aluminium,1990,kg/m2,2.548929912
USA,resid materials,semi-detached rural,aluminium,2005,kg/m2,14.80859351
Africa_Eastern,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Northern,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Southern,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Australia_NZ,resid materials,semi-detached rural,aluminium,2005,kg/m2,4.219119146
Brazil,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Central America and Caribbean,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Central Asia,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.55816773
China,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.718302493
EU-12,resid materials,semi-detached rural,aluminium,2005,kg/m2,3.298088492
EU-15,resid materials,semi-detached rural,aluminium,2005,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Europe_Non_EU,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.537096387
European Free Trade Association,resid materials,semi-detached rural,aluminium,2005,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.519735733
Indonesia,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929913
Japan,resid materials,semi-detached rural,aluminium,2005,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Middle East,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Pakistan,resid materials,semi-detached rural,aluminium,2005,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
South America_Northern,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929911
South America_Southern,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929911
South Asia,resid materials,semi-detached rural,aluminium,2005,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Southeast Asia,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.55440807
Taiwan,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.718302493
Argentina,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929911
Colombia,resid materials,semi-detached rural,aluminium,2005,kg/m2,2.548929911
USA,resid materials,semi-detached rural,aluminium,2010,kg/m2,14.81125369
Africa_Eastern,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Northern,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Southern,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929913
Australia_NZ,resid materials,semi-detached rural,aluminium,2010,kg/m2,4.219119146
Brazil,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Central America and Caribbean,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Central Asia,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.560131435
China,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.718302492
EU-12,resid materials,semi-detached rural,aluminium,2010,kg/m2,3.299180817
EU-15,resid materials,semi-detached rural,aluminium,2010,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929913
Europe_Non_EU,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.550995697
European Free Trade Association,resid materials,semi-detached rural,aluminium,2010,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.519735733
Indonesia,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Japan,resid materials,semi-detached rural,aluminium,2010,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Middle East,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Pakistan,resid materials,semi-detached rural,aluminium,2010,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South America_Northern,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South America_Southern,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South Asia,resid materials,semi-detached rural,aluminium,2010,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929911
Southeast Asia,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.55416135
Taiwan,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.718302492
Argentina,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Colombia,resid materials,semi-detached rural,aluminium,2010,kg/m2,2.548929912
USA,resid materials,semi-detached rural,aluminium,2015,kg/m2,14.84834646
Africa_Eastern,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929913
Africa_Northern,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Africa_Southern,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Australia_NZ,resid materials,semi-detached rural,aluminium,2015,kg/m2,4.219119146
Brazil,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Central America and Caribbean,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929911
Central Asia,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.561440706
China,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.718302493
EU-12,resid materials,semi-detached rural,aluminium,2015,kg/m2,3.298425097
EU-15,resid materials,semi-detached rural,aluminium,2015,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Europe_Non_EU,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.555115148
European Free Trade Association,resid materials,semi-detached rural,aluminium,2015,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.519735733
Indonesia,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Japan,resid materials,semi-detached rural,aluminium,2015,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Middle East,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929913
Pakistan,resid materials,semi-detached rural,aluminium,2015,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South America_Northern,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South America_Southern,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South Asia,resid materials,semi-detached rural,aluminium,2015,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Southeast Asia,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.553781215
Taiwan,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.718302493
Argentina,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Colombia,resid materials,semi-detached rural,aluminium,2015,kg/m2,2.548929912
USA,resid materials,semi-detached rural,aluminium,2021,kg/m2,14.86455674
Africa_Eastern,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929911
Africa_Northern,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929913
Africa_Southern,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Africa_Western,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929913
Australia_NZ,resid materials,semi-detached rural,aluminium,2021,kg/m2,4.219119147
Brazil,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Canada,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Central America and Caribbean,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Central Asia,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.561732637
China,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.718302493
EU-12,resid materials,semi-detached rural,aluminium,2021,kg/m2,3.296589111
EU-15,resid materials,semi-detached rural,aluminium,2021,kg/m2,0.888826408
Ukraine,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Europe_Non_EU,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.558354079
European Free Trade Association,resid materials,semi-detached rural,aluminium,2021,kg/m2,0.888826408
India,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.519735733
Indonesia,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929913
Japan,resid materials,semi-detached rural,aluminium,2021,kg/m2,12.80284431
Mexico,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Middle East,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Pakistan,resid materials,semi-detached rural,aluminium,2021,kg/m2,0.592302018
Russia,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
South Africa,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
South America_Northern,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
South America_Southern,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
South Asia,resid materials,semi-detached rural,aluminium,2021,kg/m2,0.592302018
South Korea,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929911
Southeast Asia,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.553270361
Taiwan,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.718302493
Argentina,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
Colombia,resid materials,semi-detached rural,aluminium,2021,kg/m2,2.548929912
USA,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Eastern,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Northern,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Southern,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Western,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Australia_NZ,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Brazil,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Canada,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Central America and Caribbean,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Central Asia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
China,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
EU-12,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
EU-15,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Ukraine,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Europe_Non_EU,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
European Free Trade Association,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
India,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Indonesia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Japan,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Mexico,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Middle East,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Pakistan,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Russia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
South Africa,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
South America_Northern,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
South America_Southern,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
South Asia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
South Korea,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Southeast Asia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Taiwan,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Argentina,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
Colombia,resid materials,semi-detached rural,copper,1975,kg/m2,0.01
USA,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Eastern,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Northern,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Southern,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Western,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Australia_NZ,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Brazil,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Canada,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Central America and Caribbean,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Central Asia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
China,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
EU-12,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
EU-15,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Ukraine,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Europe_Non_EU,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
European Free Trade Association,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
India,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Indonesia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Japan,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Mexico,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Middle East,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Pakistan,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Russia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
South Africa,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
South America_Northern,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
South America_Southern,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
South Asia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
South Korea,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Southeast Asia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Taiwan,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Argentina,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
Colombia,resid materials,semi-detached rural,copper,1990,kg/m2,0.01
USA,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Eastern,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Northern,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Southern,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Western,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Australia_NZ,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Brazil,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Canada,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Central America and Caribbean,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Central Asia,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
China,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
EU-12,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
EU-15,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Ukraine,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Europe_Non_EU,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
European Free Trade Association,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
India,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Indonesia,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
Japan,resid materials,semi-detached rural,copper,2005,kg/m2,0.01
