# File: cement_prod.csv
# Title: Cement production by region and tech
# Units: Thousand tonnes
# Description: Regional cement production
"# Source: R. M. Andrew, ESSD 2019"
# Column types: iinnnc
# ----------
region,year,SCM_LS,SCM_FA,SCM_GBFS,unit_prod
4,1998,0,0,0,tons
5,1998,0,0,0,tons
6,1998,532.600852,256.6167741,358.7793012,tons
7,1998,0,0,0,tons
8,1998,0,0,0,tons
9,1998,0,0,0,tons
10,1998,204.4026475,98.48491197,137.6930562,tons
11,1998,201873.7835,97266.45934,135989.5215,tons
12,1998,7539.391823,3632.61606,5078.808492,tons
13,1998,40745.53302,19631.93864,27447.6727,tons
14,1998,554.3828612,267.1117422,373.4524547,tons
15,1998,13302.35893,6409.318393,8960.952697,tons
16,1998,644.5494541,310.5556461,434.1919505,tons
17,1998,0,0,0,tons
18,1998,0,0,0,tons
19,1998,12494.81599,6020.229521,8416.962406,tons
20,1998,0,0,0,tons
21,1998,0,0,0,tons
22,1998,0,0,0,tons
23,1998,3550.672347,1710.778494,2391.862008,tons
24,1998,0,0,0,tons
25,1998,0,0,0,tons
26,1998,2785.197472,1341.958782,1876.210297,tons
27,1998,0,0,0,tons
28,1998,2360.394795,1137.281129,1590.047766,tons
29,1998,0,0,0,tons
30,1998,0,0,0,tons
31,1998,0,0,0,tons
32,1998,0,0,0,tons
1,1999,10488.80561,5053.697246,7065.640867,tons
2,1999,0,0,0,tons
3,1999,0,0,0,tons
4,1999,0,0,0,tons
5,1999,0,0,0,tons
6,1999,1158.065442,557.9769858,780.1149934,tons
7,1999,0,0,0,tons
8,1999,0,0,0,tons
9,1999,0,0,0,tons
10,1999,2176.698713,1048.773016,1466.303406,tons
11,1999,205907.023,99209.74743,138706.4582,tons
12,1999,9370.702298,4514.974743,6312.44582,tons
13,1999,45235.56044,21795.31548,30472.31844,tons
14,1999,1861.883812,897.0894729,1254.23264,tons
15,1999,8406.766621,4050.533008,5663.103696,tons
16,1999,751.9231515,362.2902457,506.5227775,tons
17,1999,0,0,0,tons
18,1999,0,0,0,tons
19,1999,12309.22508,5930.808445,8291.941619,tons
20,1999,0,0,0,tons
21,1999,0,0,0,tons
22,1999,0,0,0,tons
23,1999,3393.623377,1635.109445,2286.068111,tons
24,1999,0,0,0,tons
25,1999,0,0,0,tons
26,1999,2226.135296,1072.592461,1499.605686,tons
27,1999,0,0,0,tons
28,1999,3288.264004,1584.345384,2215.094206,tons
29,1999,0,0,0,tons
30,1999,0,0,0,tons
31,1999,0,0,0,tons
32,1999,0,0,0,tons
1,2000,9167.904281,4417.262972,6175.833702,tons
2,2000,0,0,0,tons
3,2000,0,0,0,tons
4,2000,0,0,0,tons
5,2000,160.1899486,77.18242976,107.9097744,tons
6,2000,1024.061702,493.4115474,689.8452012,tons
7,2000,0,0,0,tons
8,2000,0,0,0,tons
9,2000,0,0,0,tons
10,2000,783.2817337,377.3993808,527.6470588,tons
11,2000,194047.5896,93495.65679,130717.5126,tons
12,2000,7655.932401,3688.767429,5157.314463,tons
13,2000,53149.61641,25608.45154,35803.51432,tons
14,2000,1684.328003,811.5398558,1134.624591,tons
15,2000,9074.307907,4372.166537,6112.783781,tons
16,2000,885.8586094,426.8227845,596.7465723,tons
17,2000,0,0,0,tons
18,2000,0,0,0,tons
19,2000,12443.65558,5995.579506,8382.498894,tons
20,2000,0,0,0,tons
21,2000,0,0,0,tons
22,2000,0,0,0,tons
23,2000,3318.513001,1598.9199,2235.471031,tons
24,2000,0,0,0,tons
25,2000,0,0,0,tons
26,2000,2348.127068,1131.370315,1581.78378,tons
27,2000,0,0,0,tons
28,2000,5249.703205,2529.402454,3536.390977,tons
29,2000,0,0,0,tons
30,2000,0,0,0,tons
31,2000,0,0,0,tons
32,2000,0,0,0,tons
1,2001,10808.21248,5207.593287,7280.804954,tons
2,2001,0,0,0,tons
3,2001,0,0,0,tons
4,2001,0,0,0,tons
5,2001,0,0,0,tons
6,2001,1171.721874,564.5569031,789.3144626,tons
7,2001,0,0,0,tons
8,2001,0,0,0,tons
9,2001,0,0,0,tons
10,2001,985.1067297,474.6423334,663.6037152,tons
11,2001,214816.6858,103502.585,144708.3311,tons
12,2001,6829.376848,3290.517936,4600.516586,tons
13,2001,52680.35245,25382.35163,35487.40106,tons
14,2001,1776.46795,855.9345578,1196.69341,tons
15,2001,674.9303778,325.1937275,454.6576454,tons
16,2001,780.7382233,376.1738712,525.9336577,tons
17,2001,0,0,0,tons
18,2001,0,0,0,tons
19,2001,9147.00994,4407.195698,6161.758514,tons
20,2001,0,0,0,tons
21,2001,0,0,0,tons
22,2001,0,0,0,tons
23,2001,6025.900665,2903.388502,4059.265812,tons
24,2001,0,0,0,tons
25,2001,0,0,0,tons
26,2001,2669.260908,1286.098438,1798.111212,tons
27,2001,0,0,0,tons
28,2001,3553.813326,1712.291875,2393.977886,tons
29,2001,0,0,0,tons
30,2001,0,0,0,tons
31,2001,0,0,0,tons
32,2001,0,0,0,tons
1,2002,6231.839661,3002.613655,4197.993808,tons
2,2002,0,0,0,tons
3,2002,0,0,0,tons
4,2002,0,0,0,tons
5,2002,0,0,0,tons
6,2002,1459.531181,703.2286599,983.1932773,tons
7,2002,0,0,0,tons
8,2002,0,0,0,tons
9,2002,0,0,0,tons
10,2002,760.4925627,366.4191438,512.2954445,tons
11,2002,285124.7593,137378.2931,192070.406,tons
12,2002,6117.927947,2947.72892,4121.258735,tons
13,2002,56178.11001,27067.63482,37843.61774,tons
14,2002,3008.170581,1449.39128,2026.413092,tons
15,2002,3606.820742,1737.831812,2429.685609,tons
16,2002,749.0553008,360.9084631,504.590889,tons
17,2002,0,0,0,tons
18,2002,0,0,0,tons
19,2002,7356.958961,3544.71659,4955.915082,tons
20,2002,0,0,0,tons
21,2002,0,0,0,tons
22,2002,0,0,0,tons
23,2002,5792.034265,2790.707419,3901.7249,tons
24,2002,0,0,0,tons
25,2002,0,0,0,tons
26,2002,2202.51722,1061.212842,1483.695691,tons
27,2002,0,0,0,tons
28,2002,4738.269823,2282.984551,3191.870854,tons
29,2002,0,0,0,tons
30,2002,0,0,0,tons
31,2002,0,0,0,tons
32,2002,0,0,0,tons
1,2003,11271.69241,5430.906344,7593.021889,tons
2,2003,0,0,0,tons
3,2003,0,0,0,tons
4,2003,0,0,0,tons
5,2003,0,0,0,tons
6,2003,1705.005548,821.5026731,1148.553737,tons
7,2003,0,0,0,tons
8,2003,0,0,0,tons
9,2003,0,0,0,tons
10,2003,1818.285652,876.083087,1224.863335,tons
11,2003,279993.0938,134905.7634,188613.5295,tons
12,2003,9388.280857,4523.444413,6324.287377,tons
13,2003,60993.85506,29387.94835,41087.67873,tons
14,2003,3041.842222,1465.614889,2049.095533,tons
15,2003,6161.058702,2968.510102,4150.31318,tons
16,2003,639.6260714,308.1834708,430.8753808,tons
17,2003,0,0,0,tons
18,2003,0,0,0,tons
19,2003,4695.422767,2262.340061,3163.007519,tons
20,2003,0,0,0,tons
21,2003,1500.038541,722.7458424,1010.480508,tons
22,2003,0,0,0,tons
23,2003,5599.137162,2697.766087,3771.782397,tons
24,2003,0,0,0,tons
25,2003,0,0,0,tons
26,2003,2292.668658,1104.649444,1544.424978,tons
27,2003,0,0,0,tons
28,2003,8083.788418,3894.916238,5445.533835,tons
29,2003,0,0,0,tons
30,2003,0,0,0,tons
31,2003,0,0,0,tons
32,2003,0,0,0,tons
1,2004,10141.39499,4886.308493,6831.612441,tons
2,2004,0,0,0,tons
3,2004,0,0,0,tons
4,2004,0,0,0,tons
5,2004,0,0,0,tons
6,2004,1866.151447,899.1456971,1257.107475,tons
7,2004,0,0,0,tons
8,2004,0,0,0,tons
9,2004,249.6375133,120.2798928,168.1649067,tons
10,2004,1088.972431,524.6867168,733.5714286,tons
11,2004,396525.1408,191053.0224,267113.7539,tons
12,2004,8803.672761,4241.769603,5930.474105,tons
13,2004,63088.6753,30397.27083,42498.82582,tons
14,2004,3833.032737,1846.824864,2582.070234,tons
15,2004,8136.929351,3920.520506,5481.331499,tons
16,2004,733.5261622,353.4262418,494.1298965,tons
17,2004,0,0,0,tons
18,2004,0,0,0,tons
19,2004,4600.647129,2216.675435,3099.163202,tons
20,2004,0,0,0,tons
21,2004,3242.416976,1562.255452,2184.209981,tons
22,2004,0,0,0,tons
23,2004,6240.989471,3007.022199,4204.157452,tons
24,2004,0,0,0,tons
25,2004,0,0,0,tons
26,2004,2187.486263,1053.970654,1473.570292,tons
27,2004,0,0,0,tons
28,2004,5564.654671,2681.151796,3748.553737,tons
29,2004,0,0,0,tons
30,2004,0,0,0,tons
31,2004,854.0820038,411.5122382,575.3406953,tons
32,2004,0,0,0,tons
1,2005,12057.24656,5809.400615,8122.199728,tons
2,2005,0,0,0,tons
3,2005,0,0,0,tons
4,2005,0,0,0,tons
5,2005,0,0,0,tons
6,2005,2451.756326,1181.300775,1651.592216,tons
7,2005,0,0,0,tons
8,2005,0,0,0,tons
9,2005,528.2597112,254.5251336,355.8549509,tons
10,2005,697.6815103,336.1556368,469.9836356,tons
11,2005,420048.3673,202386.9406,282959.8547,tons
12,2005,9960.923904,4799.354245,6710.040557,tons
13,2005,59311.10416,28577.16837,39954.11653,tons
14,2005,4393.738526,2116.983108,2959.782043,tons
15,2005,7896.041104,3804.456168,5319.060417,tons
16,2005,787.6262545,379.4926499,530.573686,tons
17,2005,0,0,0,tons
18,2005,0,0,0,tons
19,2005,5943.023193,2863.456629,4003.436533,tons
20,2005,0,0,0,tons
21,2005,5036.18705,2426.526488,3392.558731,tons
22,2005,0,0,0,tons
23,2005,6628.026413,3193.503635,4464.879611,tons
24,2005,0,0,0,tons
25,2005,0,0,0,tons
26,2005,2892.938337,1393.87029,1948.788462,tons
27,2005,0,0,0,tons
28,2005,3222.71313,1552.761781,2170.936754,tons
29,2005,0,0,0,tons
30,2005,0,0,0,tons
31,2005,1426.065701,687.1043834,960.6497134,tons
32,2005,0,0,0,tons
1,2006,8510.720408,4100.619833,5733.130747,tons
2,2006,0,0,0,tons
3,2006,0,0,0,tons
4,2006,0,0,0,tons
5,2006,0,0,0,tons
6,2006,2591.307991,1248.539305,1745.599292,tons
7,2006,19309.59752,9303.71517,13007.64706,tons
8,2006,0,0,0,tons
9,2006,282.7206297,136.2199398,190.4508969,tons
10,2006,1338.330346,644.831894,901.5479876,tons
11,2006,507107.6254,244333.6741,341606.1368,tons
12,2006,11973.70866,5769.150537,8065.925562,tons
13,2006,83674.87969,40316.07839,56366.44168,tons
14,2006,4992.218006,2405.341403,3362.939584,tons
15,2006,9693.961653,4670.726978,6530.205077,tons
16,2006,902.824968,434.9974846,608.1757284,tons
17,2006,0,0,0,tons
18,2006,0,0,0,tons
19,2006,7163.891152,3451.69301,4825.857585,tons
20,2006,0,0,0,tons
21,2006,3580.456669,1725.129123,2411.925811,tons
22,2006,0,0,0,tons
23,2006,9342.911458,4501.584612,6293.7249,tons
24,2006,0,0,0,tons
25,2006,0,0,0,tons
26,2006,2878.09831,1386.720095,1938.791679,tons
27,2006,0,0,0,tons
28,2006,6718.82803,3237.253505,4526.046882,tons
29,2006,0,0,0,tons
30,2006,0,0,0,tons
31,2006,2134.009798,1028.204721,1437.546601,tons
32,2006,0,0,0,tons
1,2007,8266.379269,3982.891829,5568.533671,tons
2,2007,0,0,0,tons
3,2007,0,0,0,tons
4,2007,0,0,0,tons
5,2007,0,0,0,tons
6,2007,2461.571886,1186.030091,1658.204334,tons
7,2007,21455.56926,10337.68337,14453.25166,tons
8,2007,257.3827758,124.0117011,173.3823972,tons
9,2007,308.4698325,148.6263738,207.7964962,tons
10,2007,2118.242355,1020.60768,1426.925077,tons
11,2007,581325.508,280093.1993,391602.0013,tons
12,2007,10935.37024,5268.860204,7366.46304,tons
13,2007,90282.25877,43499.63377,60817.4125,tons
14,2007,5558.577558,2678.223733,3744.459973,tons
15,2007,7098.365423,3420.121522,4781.717071,tons
16,2007,498.4597717,240.1669809,335.780628,tons
17,2007,0,0,0,tons
18,2007,0,0,0,tons
19,2007,8087.93656,3896.914888,5448.328173,tons
20,2007,0,0,0,tons
21,2007,2029.571235,977.8843223,1367.192986,tons
22,2007,0,0,0,tons
23,2007,7161.752213,3450.66243,4824.416718,tons
24,2007,0,0,0,tons
25,2007,0,0,0,tons
26,2007,3081.17084,1484.564132,2075.58872,tons
27,2007,0,0,0,tons
28,2007,5344.64955,2575.149328,3600.350287,tons
29,2007,0,0,0,tons
30,2007,0,0,0,tons
31,2007,1966.987127,947.7301613,1325.034056,tons
32,2007,0,0,0,tons
1,2008,5982.200082,2882.332767,4029.82751,tons
2,2008,0,0,0,tons
3,2008,0,0,0,tons
4,2008,0,0,0,tons
5,2008,361.5028283,174.1786354,243.5214507,tons
6,2008,3257.059056,1569.310273,2194.073419,tons
7,2008,21152.70175,10576.35088,19672.01263,tons
8,2008,233.3884246,112.4507864,157.2189297,tons
9,2008,319.2963958,153.8428089,215.089663,tons
10,2008,1225.93791,590.6791747,825.8363556,tons
11,2008,632456.0997,304728.848,426045.4272,tons
12,2008,13809.65727,6653.743957,9302.687307,tons
13,2008,60142.94961,28977.96663,40514.47788,tons
14,2008,4997.922981,2408.090163,3366.782663,tons
15,2008,3149.924346,1517.690821,2121.903582,tons
16,2008,1022.013237,492.4245599,688.4652808,tons
17,2008,0,0,0,tons
18,2008,0,0,0,tons
19,2008,6433.101329,3099.585186,4333.570986,tons
20,2008,0,0,0,tons
21,2008,0,0,0,tons
22,2008,0,0,0,tons
23,2008,10055.06367,4844.712493,6773.456524,tons
24,2008,0,0,0,tons
25,2008,0,0,0,tons
26,2008,3838.592929,1849.503866,2585.815782,tons
27,2008,0,0,0,tons
28,2008,3526.978437,1699.362338,2375.900929,tons
29,2008,0,0,0,tons
30,2008,295.8371889,142.5397365,199.2866882,tons
31,2008,1987.679695,957.7002165,1338.973322,tons
32,2008,0,0,0,tons
1,2009,7748.335234,3733.288795,5219.560372,tons
2,2009,0,0,0,tons
3,2009,0,0,0,tons
4,2009,0,0,0,tons
5,2009,0,0,0,tons
6,2009,3018.071495,1454.16172,2033.082707,tons
7,2009,22476.25928,11238.12964,17692.02695,tons
8,2009,937.5994165,451.7524461,631.6010615,tons
9,2009,0,0,0,tons
10,2009,1474.553256,710.4665689,993.3126935,tons
11,2009,669585.294,334792.647,622714.3235,tons
12,2009,11260.88906,5425.701095,7585.744361,tons
13,2009,45784.02083,22059.57367,30841.7813,tons
14,2009,4869.805503,2434.902752,7137.743495,tons
15,2009,0,0,0,tons
16,2009,828.706441,399.2858307,558.2467935,tons
17,2009,0,0,0,tons
18,2009,0,0,0,tons
19,2009,4677.4987,2253.703919,3150.933215,tons
20,2009,0,0,0,tons
21,2009,0,0,0,tons
22,2009,0,0,0,tons
23,2009,7556.479434,3640.849182,5090.319328,tons
24,2009,0,0,0,tons
25,2009,0,0,0,tons
26,2009,2898.933482,1396.75886,1952.827009,tons
27,2009,0,0,0,tons
28,2009,5134.067367,2473.687004,3458.494471,tons
29,2009,0,0,0,tons
30,2009,0,0,0,tons
31,2009,2242.874608,1080.657765,1510.881895,tons
32,2009,0,0,0,tons
1,2010,5735.872188,2763.647509,3863.892083,tons
2,2010,0,0,0,tons
3,2010,1667.279654,803.3256516,1123.140203,tons
4,2010,0,0,0,tons
5,2010,0,0,0,tons
6,2010,2406.946158,1159.710422,1621.406457,tons
7,2010,20306.11634,10153.05817,27007.13474,tons
8,2010,1273.223306,613.4621383,857.6895179,tons
9,2010,0,0,0,tons
10,2010,1277.081248,615.320965,860.288368,tons
11,2010,623269.4143,311634.7071,913534.8844,tons
12,2010,10041.84765,4838.344778,6764.553737,tons
13,2010,38345.12585,18475.37882,25830.67114,tons
14,2010,6449.822493,3224.911247,5076.931705,tons
15,2010,4837.381379,2330.738301,3258.636002,tons
16,2010,1120.08349,539.6765909,754.5289695,tons
17,2010,0,0,0,tons
18,2010,0,0,0,tons
19,2010,2638.729952,1271.388068,1777.544449,tons
20,2010,0,0,0,tons
21,2010,0,0,0,tons
22,2010,0,0,0,tons
23,2010,7742.014013,3730.243116,5215.302167,tons
24,2010,0,0,0,tons
25,2010,0,0,0,tons
26,2010,2929.63002,1411.54901,1973.505313,tons
27,2010,0,0,0,tons
28,2010,0,0,0,tons
29,2010,0,0,0,tons
30,2010,0,0,0,tons
31,2010,2846.844144,1371.66127,1917.737737,tons
32,2010,0,0,0,tons
1,2011,5858.524019,2822.743391,3946.514816,tons
2,2011,0,0,0,tons
3,2011,1574.842679,758.7878365,1060.871296,tons
4,2011,0,0,0,tons
5,2011,0,0,0,tons
6,2011,3011.243278,1450.871761,2028.482972,tons
7,2011,22015.3241,11007.66205,29280.38105,tons
8,2011,614.5906562,296.1209525,414.0106148,tons
9,2011,302.2385903,145.624048,203.5989049,tons
10,2011,1460.282285,703.5905553,983.6992481,tons
11,2011,695370.6584,347685.3292,1019214.708,tons
12,2011,10608.74322,5111.48537,7146.435206,tons
13,2011,40639.14839,19580.68059,27376.00814,tons
14,2011,5509.346121,2654.503131,3711.295887,tons
15,2011,2465.839521,1188.086315,1661.079169,tons
16,2011,1607.788822,774.6618869,1083.065015,tons
17,2011,0,0,0,tons
18,2011,0,0,0,tons
19,2011,0,0,0,tons
20,2011,0,0,0,tons
21,2011,5965.027119,2874.058521,4018.259177,tons
22,2011,0,0,0,tons
23,2011,9585.535045,4618.485067,6457.164971,tons
24,2011,0,0,0,tons
25,2011,0,0,0,tons
26,2011,390.7045399,188.248551,263.1927855,tons
27,2011,0,0,0,tons
28,2011,823.6391024,396.8442948,554.8332499,tons
29,2011,0,0,0,tons
30,2011,0,0,0,tons
31,2011,3561.965874,1716.219921,2399.469739,tons
32,2011,0,0,0,tons
1,2012,6395.81927,3081.622012,4308.456435,tons
2,2012,0,0,0,tons
3,2012,0,0,0,tons
4,2012,0,0,0,tons
5,2012,588.9336344,283.7589329,396.7271119,tons
6,2012,2797.520116,1347.896056,1884.511278,tons
7,2012,23635.22438,11817.61219,31434.84842,tons
8,2012,0,0,0,tons
9,2012,0,0,0,tons
10,2012,5630.717661,2712.982146,3793.05617,tons
11,2012,571881.4626,285940.7313,1303889.735,tons
12,2012,8465.912459,4079.030549,5702.946484,tons
13,2012,30977.55949,14925.55139,20867.61053,tons
14,2012,6203.591331,2989.003096,4178.964706,tons
15,2012,2465.668816,1188.004066,1660.964175,tons
16,2012,1702.957083,820.5156855,1147.173817,tons
17,2012,0,0,0,tons
18,2012,0,0,0,tons
19,2012,3737.765466,1800.923361,2517.894737,tons
20,2012,0,0,0,tons
21,2012,3198.828644,1541.253801,2154.847296,tons
22,2012,0,0,0,tons
23,2012,14743.28608,7103.583293,9931.613622,tons
24,2012,0,0,0,tons
25,2012,0,0,0,tons
26,2012,426.4236139,205.4586503,287.2544526,tons
27,2012,0,0,0,tons
28,2012,0,0,0,tons
29,2012,0,0,0,tons
30,2012,0,0,0,tons
31,2012,2743.983915,1322.101341,1848.447346,tons
32,2012,0,0,0,tons
1,2013,6607.57932,3183.651854,4451.105705,tons
2,2013,0,0,0,tons
3,2013,1622.964532,781.97382,1093.287926,tons
4,2013,0,0,0,tons
5,2013,0,0,0,tons
6,2013,3277.543704,1579.180149,2207.872623,tons
7,2013,30474.59905,15237.29952,23987.86296,tons
8,2013,0,0,0,tons
9,2013,0,0,0,tons
10,2013,1596.232066,769.0936319,1075.279965,tons
11,2013,509807.7684,254903.8842,1646679.092,tons
12,2013,7873.615928,3793.651311,5303.954003,tons
13,2013,32258.42409,15542.69524,21730.4475,tons
14,2013,5739.035359,2765.171582,3866.02291,tons
15,2013,5422.79853,2612.802928,3652.994283,tons
16,2013,2198.685568,1059.366683,1481.114551,tons
17,2013,0,0,0,tons
18,2013,0,0,0,tons
19,2013,4947.247888,2383.673982,3332.646077,tons
20,2013,0,0,0,tons
21,2013,0,0,0,tons
22,2013,0,0,0,tons
23,2013,19312.43635,9305.082971,13009.5594,tons
24,2013,0,0,0,tons
25,2013,0,0,0,tons
26,2013,0,0,0,tons
27,2013,0,0,0,tons
28,2013,807.2760508,388.960279,543.8105033,tons
29,2013,0,0,0,tons
30,2013,565.913772,272.6675447,381.2200955,tons
31,2013,4466.001775,2151.800855,3008.461196,tons
32,2013,0,0,0,tons
1,2014,5675.88631,2734.745222,3823.483414,tons
2,2014,0,0,0,tons
3,2014,1725.951101,831.5946212,1162.663423,tons
4,2014,0,0,0,tons
5,2014,0,0,0,tons
6,2014,4386.925208,2193.462604,3453.136842,tons
7,2014,27314.10362,13657.05181,30222.2523,tons
8,2014,608.3428385,293.1106404,409.8018576,tons
9,2014,0,0,0,tons
10,2014,2731.627831,1316.147955,1840.123839,tons
11,2014,525170.6947,262585.3474,1696301.344,tons
12,2014,8214.03664,3957.672199,5533.273773,tons
13,2014,30409.50361,14651.85174,20484.94743,tons
14,2014,4451.423295,2144.776679,2998.640602,tons
15,2014,4043.704828,1948.330508,2723.986616,tons
16,2014,2215.756109,1067.59158,1492.613888,tons
17,2014,0,0,0,tons
18,2014,0,0,0,tons
19,2014,5931.592896,2857.949304,3995.736669,tons
20,2014,0,0,0,tons
21,2014,0,0,0,tons
22,2014,0,0,0,tons
23,2014,25965.35674,12510.58097,17491.20849,tons
24,2014,0,0,0,tons
25,2014,0,0,0,tons
26,2014,0,0,0,tons
27,2014,0,0,0,tons
28,2014,0,0,0,tons
29,2014,0,0,0,tons
30,2014,499.4543355,240.6461798,336.4506024,tons
31,2014,4089.69604,1970.48991,2754.967969,tons
32,2014,0,0,0,tons
1,2015,7249.858392,3493.113589,4883.768244,tons
2,2015,0,0,0,tons
3,2015,1755.141724,845.6591944,1182.327289,tons
4,2015,0,0,0,tons
5,2015,0,0,0,tons
6,2015,3540.978763,1770.489381,5190.063158,tons
7,2015,22838.17917,11419.08958,30374.77829,tons
8,2015,0,0,0,tons
9,2015,0,0,0,tons
10,2015,2925.412603,1409.516981,1970.664308,tons
11,2015,497203.8526,248601.9263,1605968.444,tons
12,2015,7817.146582,3766.443353,5265.914197,tons
13,2015,30411.87833,14652.99592,20486.54713,tons
14,2015,3898.037353,1878.14527,2625.859708,tons
15,2015,4071.487864,1961.71688,2742.702279,tons
16,2015,2161.642496,1041.518657,1456.160991,tons
17,2015,0,0,0,tons
18,2015,0,0,0,tons
19,2015,2807.77357,1352.836357,1891.418378,tons
20,2015,0,0,0,tons
21,2015,3234.011395,1558.20549,2178.547676,tons
22,2015,0,0,0,tons
23,2015,25442.99821,12258.89914,17139.32879,tons
24,2015,0,0,0,tons
25,2015,0,0,0,tons
26,2015,0,0,0,tons
27,2015,0,0,0,tons
28,2015,4442.069919,2140.270052,2992.339828,tons
29,2015,0,0,0,tons
30,2015,1147.572693,552.9213886,773.0466962,tons
31,2015,4787.073627,2306.499111,3224.74687,tons
32,2015,0,0,0,tons
