# File: EL2_foodgrouptargets_current_population_updated.csv
# Title: EAT_Lancet diet targets by AgMIP EL2
# Unit: Various
# Description: The data provides 2020 dietary intake and changes needed to reach 2050 EAT target by food group
# Source: AgMIP Marco Springmann
# Column types: ccccccin 
# ----------
Measure,Age,Diet_scenario,Unit,Food_group,Region,Year,Value
"abs","all-a","BMK","kcal/d_w","other","ATG","2010",119.521339563623
"abs","all-a","BMK","kcal/d_w","other","ATG","2020",159.955829374622
"abs","all-a","BMK","kcal/d_w","other","AUS","2010",106.756366607994
"abs","all-a","BMK","kcal/d_w","other","AUS","2020",119.249183537293
"abs","all-a","BMK","kcal/d_w","other","AUT","2010",140.522155288813
"abs","all-a","BMK","kcal/d_w","other","AUT","2020",116.193314833632
"abs","all-a","BMK","kcal/d_w","other","AZE","2010",118.036089494387
"abs","all-a","BMK","kcal/d_w","other","AZE","2020",125.260990767679
"abs","all-a","BMK","kcal/d_w","other","BDI","2020",62.266227404316
"abs","all-a","BMK","kcal/d_w","other","BEL","2010",104.22088009313
"abs","all-a","BMK","kcal/d_w","other","BEL","2020",81.2486586843608
"abs","all-a","BMK","kcal/d_w","other","BEN","2010",110.172224509908
"abs","all-a","BMK","kcal/d_w","other","BEN","2020",102.510325552356
"abs","all-a","BMK","kcal/d_w","other","BFA","2010",121.67061402961
"abs","all-a","BMK","kcal/d_w","other","BFA","2020",64.9332558925997
"abs","all-a","BMK","kcal/d_w","other","BGD","2010",14.3229084535371
"abs","all-a","BMK","kcal/d_w","other","BGD","2020",19.5541635312922
"abs","all-a","BMK","kcal/d_w","other","BGR","2010",163.133154668936
"abs","all-a","BMK","kcal/d_w","other","BGR","2020",106.931154520196
"abs","all-a","BMK","kcal/d_w","other","BHR","2020",81.1418217653016
"abs","all-a","BMK","kcal/d_w","other","BHS","2010",312.308715569271
"abs","all-a","BMK","kcal/d_w","other","BHS","2020",217.671370818518
"abs","all-a","BMK","kcal/d_w","other","BIH","2010",270.494320206202
"abs","all-a","BMK","kcal/d_w","other","BIH","2020",248.578420934442
"abs","all-a","BMK","kcal/d_w","other","BLR","2010",161.599240451934
"abs","all-a","BMK","kcal/d_w","other","BLR","2020",162.830791103173
"abs","all-a","BMK","kcal/d_w","other","BLZ","2010",130.908938714848
"abs","all-a","BMK","kcal/d_w","other","BLZ","2020",143.889643454276
"abs","all-a","BMK","kcal/d_w","other","BOL","2010",49.4794479135033
"abs","all-a","BMK","kcal/d_w","other","BOL","2020",53.1292657589761
"abs","all-a","BMK","kcal/d_w","other","BRA","2010",59.2973996276364
"abs","all-a","BMK","kcal/d_w","other","BRA","2020",55.4510411683673
"abs","all-a","BMK","kcal/d_w","other","BRB","2010",159.992207732151
"abs","all-a","BMK","kcal/d_w","other","BRB","2020",170.741863796336
"abs","all-a","BMK","kcal/d_w","other","BTN","2020",125.149292203386
"abs","all-a","BMK","kcal/d_w","other","BWA","2010",119.15344045001
"abs","all-a","BMK","kcal/d_w","other","BWA","2020",142.421497761509
"abs","all-a","BMK","kcal/d_w","other","CAF","2010",22.7089585794528
"abs","all-a","BMK","kcal/d_w","other","CAF","2020",24.1362589982404
"abs","all-a","BMK","kcal/d_w","other","CAN","2010",85.4025059445141
"abs","all-a","BMK","kcal/d_w","other","CAN","2020",80.6401280501423
"abs","all-a","BMK","kcal/d_w","other","CHE","2010",109.586903603841
"abs","all-a","BMK","kcal/d_w","other","CHE","2020",97.6283250496583
"abs","all-a","BMK","kcal/d_w","other","CHL","2010",74.7195206069186
"abs","all-a","BMK","kcal/d_w","other","CHL","2020",95.0465024347593
"abs","all-a","BMK","kcal/d_w","other","CHN","2010",58.1445853467957
"abs","all-a","BMK","kcal/d_w","other","CHN","2020",55.1085267545835
"abs","all-a","BMK","kcal/d_w","other","CIV","2010",38.9448367213504
"abs","all-a","BMK","kcal/d_w","other","CIV","2020",42.782297696635
"abs","all-a","BMK","kcal/d_w","other","CMR","2010",81.3665264701012
"abs","all-a","BMK","kcal/d_w","other","CMR","2020",93.8147784151956
"abs","all-a","BMK","kcal/d_w","other","COD","2010",18.8800249881408
"abs","all-a","BMK","kcal/d_w","other","COD","2020",16.5459543109022
"abs","all-a","BMK","kcal/d_w","other","COG","2010",80.876800930055
"abs","all-a","BMK","kcal/d_w","other","COG","2020",76.1205878242526
"abs","all-a","BMK","kcal/d_w","other","COL","2010",50.2216533549988
"abs","all-a","BMK","kcal/d_w","other","COL","2020",50.8074086089539
"abs","all-a","BMK","kcal/d_w","other","COM","2010",6.55941663143569
"abs","all-a","BMK","kcal/d_w","other","COM","2020",9.59679278266591
"abs","all-a","BMK","kcal/d_w","other","CPV","2010",112.000070488257
"abs","all-a","BMK","kcal/d_w","other","CPV","2020",125.030608071932
"abs","all-a","BMK","kcal/d_w","other","CRI","2010",74.985072660549
"abs","all-a","BMK","kcal/d_w","other","CRI","2020",69.4131649370179
"abs","all-a","BMK","kcal/d_w","other","CUB","2010",45.3826598157319
"abs","all-a","BMK","kcal/d_w","other","CUB","2020",59.8616500530763
"abs","all-a","BMK","kcal/d_w","other","CYP","2010",162.85127482543
"abs","all-a","BMK","kcal/d_w","other","CYP","2020",151.144354710128
"abs","all-a","BMK","kcal/d_w","other","CZE","2010",177.312206689411
"abs","all-a","BMK","kcal/d_w","other","CZE","2020",227.914751355402
"abs","all-a","BMK","kcal/d_w","other","DEU","2010",154.316877581064
"abs","all-a","BMK","kcal/d_w","other","DEU","2020",136.884942648406
"abs","all-a","BMK","kcal/d_w","other","DJI","2010",40.3100333839264
"abs","all-a","BMK","kcal/d_w","other","DJI","2020",58.1366812408612
"abs","all-a","BMK","kcal/d_w","other","DMA","2010",181.649427735648
"abs","all-a","BMK","kcal/d_w","other","DMA","2020",114.688481255584
"abs","all-a","BMK","kcal/d_w","other","DNK","2010",150.442299387919
"abs","all-a","BMK","kcal/d_w","other","DNK","2020",139.014518325225
"abs","all-a","BMK","kcal/d_w","other","DOM","2010",100.287468615216
"abs","all-a","BMK","kcal/d_w","other","DOM","2020",104.344720418647
"abs","all-a","BMK","kcal/d_w","other","DZA","2010",22.6804430618255
"abs","all-a","BMK","kcal/d_w","other","DZA","2020",17.2647183023721
"abs","all-a","BMK","kcal/d_w","other","ECU","2010",48.4776915749973
"abs","all-a","BMK","kcal/d_w","other","ECU","2020",50.3755518345456
"abs","all-a","BMK","kcal/d_w","other","EGY","2010",9.73318497436938
"abs","all-a","BMK","kcal/d_w","other","EGY","2020",10.1917418540405
"abs","all-a","BMK","kcal/d_w","other","ESP","2010",110.557750516061
"abs","all-a","BMK","kcal/d_w","other","ESP","2020",104.85147989635
"abs","all-a","BMK","kcal/d_w","other","EST","2010",253.827355336387
"abs","all-a","BMK","kcal/d_w","other","EST","2020",222.928625109557
"abs","all-a","BMK","kcal/d_w","other","ETH","2010",33.7015066243642
"abs","all-a","BMK","kcal/d_w","other","ETH","2020",55.570276880327
"abs","all-a","BMK","kcal/d_w","other","FIN","2010",168.02854417936
"abs","all-a","BMK","kcal/d_w","other","FIN","2020",156.26143262813
"abs","all-a","BMK","kcal/d_w","other","FJI","2010",52.2768860008107
"abs","all-a","BMK","kcal/d_w","other","FJI","2020",57.0041396343009
"abs","all-a","BMK","kcal/d_w","other","FRA","2010",95.0457748496319
"abs","all-a","BMK","kcal/d_w","other","FRA","2020",95.2505484264136
"abs","all-a","BMK","kcal/d_w","other","FSM","2020",83.5447428973391
"abs","all-a","BMK","kcal/d_w","other","GAB","2010",126.872115566701
"abs","all-a","BMK","kcal/d_w","other","GAB","2020",115.561813812586
"abs","all-a","BMK","kcal/d_w","other","GBR","2010",141.666391499148
"abs","all-a","BMK","kcal/d_w","other","GBR","2020",143.498366164444
"abs","all-a","BMK","kcal/d_w","other","GEO","2010",95.0399436087941
"abs","all-a","BMK","kcal/d_w","other","GEO","2020",109.92910024154
"abs","all-a","BMK","kcal/d_w","other","GHA","2010",39.0720510771343
"abs","all-a","BMK","kcal/d_w","other","GHA","2020",37.6247270173409
"abs","all-a","BMK","kcal/d_w","other","GIN","2010",10.8540713489997
"abs","all-a","BMK","kcal/d_w","other","GIN","2020",9.66050959133963
"abs","all-a","BMK","kcal/d_w","other","GMB","2010",23.2409449431492
"abs","all-a","BMK","kcal/d_w","other","GMB","2020",28.6584061294229
"abs","all-a","BMK","kcal/d_w","other","GNB","2010",31.4506032853451
"abs","all-a","BMK","kcal/d_w","other","GNB","2020",35.834982140326
"abs","all-a","BMK","kcal/d_w","other","GRC","2010",124.580577544012
"abs","all-a","BMK","kcal/d_w","other","GRC","2020",74.8517452866943
"abs","all-a","BMK","kcal/d_w","other","GRD","2010",122.688654589009
"abs","all-a","BMK","kcal/d_w","other","GRD","2020",198.281910634628
"abs","all-a","BMK","kcal/d_w","other","GTM","2010",34.1272398652865
"abs","all-a","BMK","kcal/d_w","other","GTM","2020",38.6908948127153
"abs","all-a","BMK","kcal/d_w","other","GUY","2010",51.9718928843501
"abs","all-a","BMK","kcal/d_w","other","GUY","2020",160.123309975882
"abs","all-a","BMK","kcal/d_w","other","HND","2010",56.6295016362711
"abs","all-a","BMK","kcal/d_w","other","HND","2020",56.0151249645029
"abs","all-a","BMK","kcal/d_w","other","HRV","2010",153.92416038533
"abs","all-a","BMK","kcal/d_w","other","HRV","2020",159.6489834509
"abs","all-a","BMK","kcal/d_w","other","HTI","2010",71.8645975042634
"abs","all-a","BMK","kcal/d_w","other","HTI","2020",111.589092305998
"abs","all-a","BMK","kcal/d_w","other","HUN","2010",141.870723287898
"abs","all-a","BMK","kcal/d_w","other","HUN","2020",136.964756046262
"abs","all-a","BMK","kcal/d_w","other","IDN","2010",11.9494955356008
"abs","all-a","BMK","kcal/d_w","other","IDN","2020",13.1321632372117
"abs","all-a","BMK","kcal/d_w","other","IND","2010",22.6925805066495
"abs","all-a","BMK","kcal/d_w","other","IND","2020",28.988981776598
"abs","all-a","BMK","kcal/d_w","other","IRL","2010",179.28289238989
"abs","all-a","BMK","kcal/d_w","other","IRL","2020",188.23413628806
"abs","all-a","BMK","kcal/d_w","other","IRN","2010",9.78161760398901
"abs","all-a","BMK","kcal/d_w","other","IRN","2020",7.53549033263806
"abs","all-a","BMK","kcal/d_w","other","IRQ","2010",20.329268705056
"abs","all-a","BMK","kcal/d_w","other","IRQ","2020",36.2945386512134
"abs","all-a","BMK","kcal/d_w","other","ISL","2010",163.93115840505
"abs","all-a","BMK","kcal/d_w","other","ISL","2020",154.521139800287
"abs","all-a","BMK","kcal/d_w","other","ISR","2010",39.7301594563148
"abs","all-a","BMK","kcal/d_w","other","ISR","2020",68.7008612715955
"abs","all-a","BMK","kcal/d_w","other","ITA","2010",65.3890470478124
"abs","all-a","BMK","kcal/d_w","other","ITA","2020",76.8483915440295
"abs","all-a","BMK","kcal/d_w","other","JAM","2010",110.032812361704
"abs","all-a","BMK","kcal/d_w","other","JAM","2020",127.308627757749
"abs","all-a","BMK","kcal/d_w","other","JOR","2010",18.9482366332498
"abs","all-a","BMK","kcal/d_w","other","JOR","2020",33.9436437746063
"abs","all-a","BMK","kcal/d_w","other","JPN","2010",111.64729090409
"abs","all-a","BMK","kcal/d_w","other","JPN","2020",85.2036990091997
"abs","all-a","BMK","kcal/d_w","other","KAZ","2010",77.7517430558933
"abs","all-a","BMK","kcal/d_w","other","KAZ","2020",84.0353401678555
"abs","all-a","BMK","kcal/d_w","other","KEN","2010",24.0560025114586
"abs","all-a","BMK","kcal/d_w","other","KEN","2020",19.1479287390641
"abs","all-a","BMK","kcal/d_w","other","KGZ","2010",61.309365157496
"abs","all-a","BMK","kcal/d_w","other","KGZ","2020",50.0517510215883
"abs","all-a","BMK","kcal/d_w","other","KHM","2010",39.1199718126423
"abs","all-a","BMK","kcal/d_w","other","KHM","2020",46.4164275034802
"abs","all-a","BMK","kcal/d_w","other","KIR","2010",14.4613974673155
"abs","all-a","BMK","kcal/d_w","other","KIR","2020",19.7109072127266
"abs","all-a","BMK","kcal/d_w","other","KOR","2010",81.8634193403083
"abs","all-a","BMK","kcal/d_w","other","KOR","2020",94.2733450083111
"abs","all-a","BMK","kcal/d_w","other","KWT","2010",71.7283633908386
"abs","all-a","BMK","kcal/d_w","other","KWT","2020",81.3819423576748
"abs","all-a","BMK","kcal/d_w","other","LAO","2010",65.870758272495
"abs","all-a","BMK","kcal/d_w","other","LAO","2020",69.7708671325022
"abs","all-a","BMK","kcal/d_w","other","LBN","2010",60.317100839061
"abs","all-a","BMK","kcal/d_w","other","LBN","2020",37.7971306245578
"abs","all-a","BMK","kcal/d_w","other","LBR","2010",32.8425460091469
"abs","all-a","BMK","kcal/d_w","other","LBR","2020",39.0073091814217
"abs","all-a","BMK","kcal/d_w","other","LBY","2010",28.0001372985506
"abs","all-a","BMK","kcal/d_w","other","LBY","2020",49.4613396535562
"abs","all-a","BMK","kcal/d_w","other","LCA","2010",157.920240565558
"abs","all-a","BMK","kcal/d_w","other","LCA","2020",158.120154258002
"abs","all-a","BMK","kcal/d_w","other","LKA","2010",31.9718036717106
"abs","all-a","BMK","kcal/d_w","other","LKA","2020",36.8561209629026
"abs","all-a","BMK","kcal/d_w","other","LSO","2010",37.6828934169067
"abs","all-a","BMK","kcal/d_w","other","LSO","2020",92.9745725742795
"abs","all-a","BMK","kcal/d_w","other","LTU","2010",176.679221218103
"abs","all-a","BMK","kcal/d_w","other","LTU","2020",133.012503266537
"abs","all-a","BMK","kcal/d_w","other","LUX","2010",292.994887492889
"abs","all-a","BMK","kcal/d_w","other","LUX","2020",312.780228806806
"abs","all-a","BMK","kcal/d_w","other","LVA","2010",190.739623211457
"abs","all-a","BMK","kcal/d_w","other","LVA","2020",156.254160797073
"abs","all-a","BMK","kcal/d_w","other","MAR","2010",16.9349159627286
"abs","all-a","BMK","kcal/d_w","other","MAR","2020",20.1611839647352
"abs","all-a","BMK","kcal/d_w","other","MDA","2010",72.1957068964672
"abs","all-a","BMK","kcal/d_w","other","MDA","2020",95.2999975601941
"abs","all-a","BMK","kcal/d_w","other","MDG","2010",12.6532220704219
"abs","all-a","BMK","kcal/d_w","other","MDG","2020",13.3645756544401
"abs","all-a","BMK","kcal/d_w","other","MDV","2010",93.7009085470732
"abs","all-a","BMK","kcal/d_w","other","MDV","2020",78.5325586076325
"abs","all-a","BMK","kcal/d_w","other","MEX","2010",50.8547112874822
"abs","all-a","BMK","kcal/d_w","other","MEX","2020",60.391036021106
"abs","all-a","BMK","kcal/d_w","other","MKD","2010",83.2198732938688
"abs","all-a","BMK","kcal/d_w","other","MKD","2020",97.5773439890731
"abs","all-a","BMK","kcal/d_w","other","MLI","2010",41.1382856641468
"abs","all-a","BMK","kcal/d_w","other","MLI","2020",27.142408434546
"abs","all-a","BMK","kcal/d_w","other","MLT","2010",97.7833783192262
"abs","all-a","BMK","kcal/d_w","other","MLT","2020",107.28595028491
"abs","all-a","BMK","kcal/d_w","other","MMR","2010",19.1685700373148
"abs","all-a","BMK","kcal/d_w","other","MMR","2020",20.5943260542372
"abs","all-a","BMK","kcal/d_w","other","MNE","2010",184.884543252441
"abs","all-a","BMK","kcal/d_w","other","MNE","2020",178.50773235973
"abs","all-a","BMK","kcal/d_w","other","MNG","2010",131.648257761071
"abs","all-a","BMK","kcal/d_w","other","MNG","2020",106.784612474312
"abs","all-a","BMK","kcal/d_w","other","MOZ","2010",13.1143586265535
"abs","all-a","BMK","kcal/d_w","other","MOZ","2020",19.0343395361543
"abs","all-a","BMK","kcal/d_w","other","MRT","2010",5.32397922400182
"abs","all-a","BMK","kcal/d_w","other","MRT","2020",15.9085794758632
"abs","all-a","BMK","kcal/d_w","other","MUS","2010",92.7028982788946
"abs","all-a","BMK","kcal/d_w","other","MUS","2020",103.654349200108
"abs","all-a","BMK","kcal/d_w","other","MWI","2010",19.4609218731697
"abs","all-a","BMK","kcal/d_w","other","MWI","2020",17.5647281054979
"abs","all-a","BMK","kcal/d_w","other","MYS","2010",50.5177901667791
"abs","all-a","BMK","kcal/d_w","other","MYS","2020",61.6162541962648
"abs","all-a","BMK","kcal/d_w","other","NAM","2010",175.772451422744
"abs","all-a","BMK","kcal/d_w","other","NAM","2020",168.64708904923
"abs","all-a","BMK","kcal/d_w","other","NER","2010",10.8069888832673
"abs","all-a","BMK","kcal/d_w","other","NER","2020",8.58918974658638
"abs","all-a","BMK","kcal/d_w","other","NGA","2010",31.7885421085589
"abs","all-a","BMK","kcal/d_w","other","NGA","2020",34.548208300918
"abs","all-a","BMK","kcal/d_w","other","NIC","2010",51.7067107727158
"abs","all-a","BMK","kcal/d_w","other","NIC","2020",63.1645249360986
"abs","all-a","BMK","kcal/d_w","other","NLD","2010",99.0499615344452
"abs","all-a","BMK","kcal/d_w","other","NLD","2020",83.2796061376263
"abs","all-a","BMK","kcal/d_w","other","NOR","2010",215.246613239772
"abs","all-a","BMK","kcal/d_w","other","NOR","2020",217.639018925122
"abs","all-a","BMK","kcal/d_w","other","NPL","2010",33.7624612515279
"abs","all-a","BMK","kcal/d_w","other","NPL","2020",49.2585611888772
"abs","all-a","BMK","kcal/d_w","other","NZL","2010",90.1881142237361
"abs","all-a","BMK","kcal/d_w","other","NZL","2020",89.3655371526045
"abs","all-a","BMK","kcal/d_w","other","OMN","2010",45.8299264996675
"abs","all-a","BMK","kcal/d_w","other","OMN","2020",61.0447365902227
"abs","all-a","BMK","kcal/d_w","other","PAK","2010",8.45878452123391
"abs","all-a","BMK","kcal/d_w","other","PAK","2020",9.7375418452932
"abs","all-a","BMK","kcal/d_w","other","PAN","2010",109.162039051113
"abs","all-a","BMK","kcal/d_w","other","PAN","2020",94.238936364952
"abs","all-a","BMK","kcal/d_w","other","PER","2010",66.4524709331967
"abs","all-a","BMK","kcal/d_w","other","PER","2020",65.9580704611638
"abs","all-a","BMK","kcal/d_w","other","PHL","2010",23.015981802959
"abs","all-a","BMK","kcal/d_w","other","PHL","2020",43.7215169581212
"abs","all-a","BMK","kcal/d_w","other","PNG","2010",20.0523232455741
"abs","all-a","BMK","kcal/d_w","other","PNG","2020",25.8365137467239
"abs","all-a","BMK","kcal/d_w","other","POL","2010",121.332500093378
"abs","all-a","BMK","kcal/d_w","other","POL","2020",107.860930630963
"abs","all-a","BMK","kcal/d_w","other","PRT","2010",156.452648713021
"abs","all-a","BMK","kcal/d_w","other","PRT","2020",148.629037151575
"abs","all-a","BMK","kcal/d_w","other","PRY","2010",81.8307309754212
"abs","all-a","BMK","kcal/d_w","other","PRY","2020",118.508913662738
"abs","all-a","BMK","kcal/d_w","other","QAT","2020",103.966512849193
"abs","all-a","BMK","kcal/d_w","other","ROU","2010",122.327051895643
"abs","all-a","BMK","kcal/d_w","other","ROU","2020",128.44919143708
"abs","all-a","BMK","kcal/d_w","other","RUS","2010",127.225818654916
"abs","all-a","BMK","kcal/d_w","other","RUS","2020",98.8439618696604
"abs","all-a","BMK","kcal/d_w","other","RWA","2010",34.3367996556347
"abs","all-a","BMK","kcal/d_w","other","RWA","2020",42.8927163814945
"abs","all-a","BMK","kcal/d_w","other","SAU","2010",56.5764163655799
"abs","all-a","BMK","kcal/d_w","other","SAU","2020",60.7511720266814
"abs","all-a","BMK","kcal/d_w","other","SDN","2020",5.26395706063532
"abs","all-a","BMK","kcal/d_w","other","SEN","2010",8.30216395301465
"abs","all-a","BMK","kcal/d_w","other","SEN","2020",7.82030029360763
"abs","all-a","BMK","kcal/d_w","other","SLB","2010",29.0678138610128
"abs","all-a","BMK","kcal/d_w","other","SLB","2020",36.0365797804935
"abs","all-a","BMK","kcal/d_w","other","SLE","2010",10.880927240236
"abs","all-a","BMK","kcal/d_w","other","SLE","2020",16.4952482705392
"abs","all-a","BMK","kcal/d_w","other","SLV","2010",61.6624656356483
"abs","all-a","BMK","kcal/d_w","other","SLV","2020",52.337410492633
"abs","all-a","BMK","kcal/d_w","other","SRB","2010",144.277592436397
"abs","all-a","BMK","kcal/d_w","other","SRB","2020",131.983585131151
"abs","all-a","BMK","kcal/d_w","other","STP","2010",63.8394789365362
"abs","all-a","BMK","kcal/d_w","other","STP","2020",77.4165550256123
"abs","all-a","BMK","kcal/d_w","other","SUR","2010",112.66684372716
"abs","all-a","BMK","kcal/d_w","other","SUR","2020",122.670285508709
"abs","all-a","BMK","kcal/d_w","other","SVK","2010",142.64816742555
"abs","all-a","BMK","kcal/d_w","other","SVK","2020",109.562901329193
"abs","all-a","BMK","kcal/d_w","other","SVN","2010",151.277723658813
"abs","all-a","BMK","kcal/d_w","other","SVN","2020",139.958832783412
"abs","all-a","BMK","kcal/d_w","other","SWE","2010",111.170425240372
"abs","all-a","BMK","kcal/d_w","other","SWE","2020",127.558098005876
"abs","all-a","BMK","kcal/d_w","other","SWZ","2010",66.5939405796219
"abs","all-a","BMK","kcal/d_w","other","SWZ","2020",109.353586011487
"abs","all-a","BMK","kcal/d_w","other","SYC","2010",165.986402924257
"abs","all-a","BMK","kcal/d_w","other","SYC","2020",211.398117219744
"abs","all-a","BMK","kcal/d_w","other","SYR","2010",14.5902824922239
"abs","all-a","BMK","kcal/d_w","other","SYR","2020",22.7443936769187
"abs","all-a","BMK","kcal/d_w","other","TCD","2010",6.09626028522763
"abs","all-a","BMK","kcal/d_w","other","TCD","2020",5.19177637584726
"abs","all-a","BMK","kcal/d_w","other","TGO","2010",20.9941878395976
"abs","all-a","BMK","kcal/d_w","other","TGO","2020",28.7169707867835
"abs","all-a","BMK","kcal/d_w","other","THA","2010",117.58422833598
"abs","all-a","BMK","kcal/d_w","other","THA","2020",124.184546354809
"abs","all-a","BMK","kcal/d_w","other","TJK","2010",20.0134046855598
"abs","all-a","BMK","kcal/d_w","other","TJK","2020",28.7360514790227
"abs","all-a","BMK","kcal/d_w","other","TKM","2010",29.1402174960345
"abs","all-a","BMK","kcal/d_w","other","TKM","2020",26.1620108081682
"abs","all-a","BMK","kcal/d_w","other","TLS","2010",27.8244699460355
"abs","all-a","BMK","kcal/d_w","other","TLS","2020",24.311969900756
"abs","all-a","BMK","kcal/d_w","other","TTO","2010",83.405689601792
"abs","all-a","BMK","kcal/d_w","other","TTO","2020",72.0037337673807
"abs","all-a","BMK","kcal/d_w","other","TUN","2010",26.009427532866
"abs","all-a","BMK","kcal/d_w","other","TUN","2020",38.8832094565688
"abs","all-a","BMK","kcal/d_w","other","TUR","2010",25.3705228185809
"abs","all-a","BMK","kcal/d_w","other","TUR","2020",32.6541775169176
"abs","all-a","BMK","kcal/d_w","other","TZA","2010",57.6426452118625
"abs","all-a","BMK","kcal/d_w","other","TZA","2020",41.1774815546109
"abs","all-a","BMK","kcal/d_w","other","UGA","2010",75.4123631028616
"abs","all-a","BMK","kcal/d_w","other","UGA","2020",73.8557336293734
"abs","all-a","BMK","kcal/d_w","other","UKR","2010",119.006450334925
"abs","all-a","BMK","kcal/d_w","other","UKR","2020",93.6441935605117
"abs","all-a","BMK","kcal/d_w","other","URY","2010",84.6954975906064
"abs","all-a","BMK","kcal/d_w","other","URY","2020",93.8317543983883
"abs","all-a","BMK","kcal/d_w","other","USA","2010",102.279312267693
"abs","all-a","BMK","kcal/d_w","other","USA","2020",83.6401933227834
"abs","all-a","BMK","kcal/d_w","other","UZB","2010",30.8268827367656
"abs","all-a","BMK","kcal/d_w","other","UZB","2020",24.6828178059961
"abs","all-a","BMK","kcal/d_w","other","VCT","2010",198.13360758884
"abs","all-a","BMK","kcal/d_w","other","VCT","2020",239.221243493426
"abs","all-a","BMK","kcal/d_w","other","VEN","2010",84.4693342671186
"abs","all-a","BMK","kcal/d_w","other","VEN","2020",32.5843609372013
"abs","all-a","BMK","kcal/d_w","other","VNM","2010",35.5623414731458
"abs","all-a","BMK","kcal/d_w","other","VNM","2020",60.8543168032147
"abs","all-a","BMK","kcal/d_w","other","VUT","2010",27.4738627146192
"abs","all-a","BMK","kcal/d_w","other","VUT","2020",34.9044636058258
"abs","all-a","BMK","kcal/d_w","other","WSM","2010",76.9615506072113
"abs","all-a","BMK","kcal/d_w","other","WSM","2020",56.7183162395904
"abs","all-a","BMK","kcal/d_w","other","YEM","2010",15.1102576612834
"abs","all-a","BMK","kcal/d_w","other","YEM","2020",13.6092352269801
"abs","all-a","BMK","kcal/d_w","other","ZAF","2010",110.913062513718
"abs","all-a","BMK","kcal/d_w","other","ZAF","2020",88.1918272313782
"abs","all-a","BMK","kcal/d_w","other","ZMB","2010",43.9438516878274
"abs","all-a","BMK","kcal/d_w","other","ZMB","2020",37.619345979567
"abs","all-a","BMK","kcal/d_w","other","ZWE","2010",60.1035343513128
"abs","all-a","BMK","kcal/d_w","other","ZWE","2020",62.7784668023803
"abs","all-a","FLX","g/d_w","grains","WLD","2010",167.937859051173
"abs","all-a","FLX","g/d_w","grains","WLD","2020",162.427571391684
"abs","all-a","FLX","g/d_w","grains","HIC","2010",234.777283049355
"abs","all-a","FLX","g/d_w","grains","HIC","2020",220.882004659882
"abs","all-a","FLX","g/d_w","grains","UMC","2010",158.044691993117
"abs","all-a","FLX","g/d_w","grains","UMC","2020",152.885065036764
"abs","all-a","FLX","g/d_w","grains","LMC","2010",138.896682679507
"abs","all-a","FLX","g/d_w","grains","LMC","2020",136.742260066108
"abs","all-a","FLX","g/d_w","grains","LIC","2010",231.372193103886
"abs","all-a","FLX","g/d_w","grains","LIC","2020",219.137113064527
"abs","all-a","FLX","g/d_w","grains","NAC","2010",240.476722373775
"abs","all-a","FLX","g/d_w","grains","NAC","2020",232.429737015918
"abs","all-a","FLX","g/d_w","grains","LCN","2010",211.336154207244
"abs","all-a","FLX","g/d_w","grains","LCN","2020",204.122484238138
"abs","all-a","FLX","g/d_w","grains","ECS","2010",297.900037087831
"abs","all-a","FLX","g/d_w","grains","ECS","2020",271.067245119477
"abs","all-a","FLX","g/d_w","grains","MEA","2010",240.523460627775
"abs","all-a","FLX","g/d_w","grains","MEA","2020",240.186060447645
"abs","all-a","FLX","g/d_w","grains","SAS","2010",105.765661014191
"abs","all-a","FLX","g/d_w","grains","SAS","2020",100.793128838641
"abs","all-a","FLX","g/d_w","grains","EAS","2010",99.5524800498533
"abs","all-a","FLX","g/d_w","grains","EAS","2020",100.463381329994
"abs","all-a","FLX","g/d_w","grains","SSF","2010",229.629019253445
"abs","all-a","FLX","g/d_w","grains","SSF","2020",217.488899183179
"abs","all-a","FLX","g/d_w","grains","AGO","2010",254.880717822724
"abs","all-a","FLX","g/d_w","grains","AGO","2020",251.428399770242
"abs","all-a","FLX","g/d_w","grains","ALB","2010",301.591603949812
"abs","all-a","FLX","g/d_w","grains","ALB","2020",267.946072967901
"abs","all-a","FLX","g/d_w","grains","ARE","2010",178.143046800687
"abs","all-a","FLX","g/d_w","grains","ARE","2020",210.722582028436
"abs","all-a","FLX","g/d_w","grains","ARG","2010",284.873838902914
"abs","all-a","FLX","g/d_w","grains","ARG","2020",302.548486560668
"abs","all-a","FLX","g/d_w","grains","ARM","2010",292.566455128984
"abs","all-a","FLX","g/d_w","grains","ARM","2020",275.331383604545
"abs","all-a","FLX","g/d_w","grains","ATG","2010",196.254239355485
"abs","all-a","FLX","g/d_w","grains","ATG","2020",201.902104571834
"abs","all-a","FLX","g/d_w","grains","AUS","2010",249.31583309382
"abs","all-a","FLX","g/d_w","grains","AUS","2020",235.026993965871
"abs","all-a","FLX","g/d_w","grains","AUT","2010",313.265792832831
"abs","all-a","FLX","g/d_w","grains","AUT","2020",294.437309847535
"abs","all-a","FLX","g/d_w","grains","AZE","2010",401.697454607042
"abs","all-a","FLX","g/d_w","grains","AZE","2020",360.820037148252
"abs","all-a","FLX","g/d_w","grains","BDI","2020",208.102979181185
"abs","all-a","FLX","g/d_w","grains","BEL","2010",157.190178076409
"abs","all-a","FLX","g/d_w","grains","BEL","2020",206.792960550326
"abs","all-a","FLX","g/d_w","grains","BEN","2010",122.504832823368
